Algorithm,Iteration,N,Evaluation,TrainingTime
GA,100,500,274.0,2.3652773E7
MIMIC,100,500,418.0,1.0970229628E10
RHC,100,600,600.0,3.4485882E7
SA,100,600,600.0,3.9540099E7
GA,100,600,305.0,5.3212833E7
MIMIC,100,600,492.0,1.8178350875E10
RHC,100,700,700.0,2.0913186E7
SA,100,700,700.0,3.1851057E7
GA,100,700,375.0,2.9422213E7
MIMIC,100,700,559.0,2.3872378368E10
RHC,200,100,100.0,9865037.0
SA,200,100,100.0,1.391416E7
GA,200,100,60.0,8597249.0
MIMIC,200,100,99.0,7.31948495E8
RHC,200,200,200.0,1.2779493E7
SA,200,200,200.0,2.0501223E7
GA,200,200,102.0,1.6743545E7
MIMIC,200,200,197.0,3.421672834E9
RHC,200,300,300.0,2.0308239E7
SA,200,300,300.0,2.7699534E7
GA,200,300,159.0,2.5544412E7
MIMIC,200,300,286.0,7.392173821E9
RHC,200,400,400.0,2.6941775E7
SA,200,400,400.0,2.8822781E7
GA,200,400,215.0,3.0592327E7
MIMIC,200,400,368.0,1.4849913039E10
RHC,200,500,500.0,5.0365725E7
SA,200,500,500.0,5.0129811E7
GA,200,500,265.0,5.4316387E7
MIMIC,200,500,441.0,2.153589703E10
RHC,200,600,600.0,5.2415296E7
SA,200,600,600.0,6.2489464E7
GA,200,600,298.0,6.2182265E7
MIMIC,200,600,512.0,3.4422490851E10
RHC,200,700,700.0,3.6438174E7
SA,200,700,700.0,4.5971987E7
GA,200,700,354.0,4.6903824E7
MIMIC,200,700,588.0,4.4329216074E10
RHC,400,100,100.0,2.2005319E7
SA,400,100,100.0,7.2248558E7
GA,400,100,55.0,3.599943E7
MIMIC,400,100,100.0,2.120743517E9
RHC,400,200,200.0,2.5740941E7
SA,400,200,200.0,5.055477E7
GA,400,200,106.0,3.2969971E7
MIMIC,400,200,200.0,5.743608285E9
RHC,400,300,300.0,6.504552E7
SA,400,300,300.0,1.20170472E8
GA,400,300,159.0,1.02360394E8
MIMIC,400,300,292.0,1.6156107674E10
RHC,400,400,400.0,9.1291371E7
SA,400,400,400.0,1.44265534E8
GA,400,400,220.0,1.34020042E8
MIMIC,400,400,376.0,2.7386882903E10
RHC,400,500,500.0,1.03921991E8
SA,400,500,500.0,1.6341508E8
GA,400,500,264.0,1.67477988E8
MIMIC,400,500,462.0,3.9625307002E10
RHC,400,600,600.0,6.955505E7
SA,400,600,600.0,8.4236421E7
GA,400,600,312.0,7.9119976E7
MIMIC,400,600,516.0,5.9801602005E10
RHC,400,700,700.0,8.5576676E7
SA,400,700,700.0,9.3581975E7
GA,400,700,350.0,9.286439E7
MIMIC,400,700,607.0,8.462776381E10
RHC,10,100,100.0,432049.0
SA,10,100,99.0,667962.0
GA,10,100,62.0,691592.0
MIMIC,10,100,81.0,6.2373674E7
RHC,10,200,192.0,757758.0
SA,10,200,188.0,960195.0
GA,10,200,111.0,1213438.0
MIMIC,10,200,141.0,2.18953962E8
RHC,10,300,273.0,1042903.0
SA,10,300,265.0,1217376.0
GA,10,300,153.0,1588772.0
MIMIC,10,300,207.0,4.68814935E8
RHC,10,400,352.0,1346557.0
SA,10,400,325.0,1602163.0
GA,10,400,228.0,2099589.0
MIMIC,10,400,260.0,8.58559519E8
RHC,10,500,411.0,1568686.0
SA,10,500,388.0,1807750.0
GA,10,500,270.0,2616708.0
MIMIC,10,500,333.0,1.362534205E9
RHC,10,600,472.0,1766002.0
SA,10,600,448.0,1846347.0
GA,10,600,311.0,2536364.0
MIMIC,10,600,379.0,2.271026613E9
RHC,10,700,522.0,2888068.0
SA,10,700,529.0,3156276.0
GA,10,700,383.0,5159768.0
MIMIC,10,700,432.0,3.098718506E9
RHC,30,100,100.0,927505.0
SA,30,100,100.0,1455653.0
GA,30,100,57.0,1224071.0
MIMIC,30,100,89.0,1.06929393E8
RHC,30,200,200.0,1820353.0
SA,30,200,200.0,2392610.0
GA,30,200,110.0,2573385.0
MIMIC,30,200,169.0,4.26302092E8
RHC,30,300,299.0,2658849.0
SA,30,300,300.0,3178331.0
GA,30,300,158.0,3732866.0
MIMIC,30,300,238.0,9.34220352E8
RHC,30,400,395.0,3476866.0
SA,30,400,394.0,3997923.0
GA,30,400,219.0,4828150.0
MIMIC,30,400,301.0,2.13993678E9
RHC,30,500,484.0,4634772.0
SA,30,500,483.0,5321637.0
GA,30,500,284.0,7128206.0
MIMIC,30,500,372.0,4.648319383E9
RHC,30,600,570.0,1.0295116E7
SA,30,600,576.0,1.1766523E7
GA,30,600,287.0,1.8376034E7
MIMIC,30,600,444.0,5.339306391E9
RHC,30,700,664.0,6222755.0
SA,30,700,663.0,6904108.0
GA,30,700,359.0,9995400.0
MIMIC,30,700,489.0,7.898074412E9
RHC,60,100,100.0,3420941.0
SA,60,100,100.0,5414585.0
GA,60,100,65.0,3190147.0
MIMIC,60,100,92.0,4.30221246E8
RHC,60,200,200.0,5750929.0
SA,60,200,200.0,8254997.0
GA,60,200,114.0,7815860.0
MIMIC,60,200,178.0,1.005151103E9
RHC,60,300,300.0,6049464.0
SA,60,300,300.0,7251086.0
GA,60,300,169.0,7938739.0
MIMIC,60,300,253.0,1.978996624E9
RHC,60,400,400.0,6764293.0
SA,60,400,400.0,7929681.0
GA,60,400,201.0,8856399.0
MIMIC,60,400,335.0,4.000263482E9
RHC,60,500,499.0,1.509294E7
SA,60,500,500.0,1.0689355E7
GA,60,500,242.0,1.3284402E7
MIMIC,60,500,396.0,7.464472003E9
RHC,60,600,596.0,1.6389084E7
SA,60,600,596.0,1.2460871E7
GA,60,600,305.0,1.5938526E7
MIMIC,60,600,461.0,1.0430025505E10
RHC,60,700,696.0,1.0974499E7
SA,60,700,697.0,1.1788972E7
GA,60,700,362.0,1.5179192E7
MIMIC,60,700,523.0,1.4642367199E10
RHC,100,100,100.0,3311451.0
SA,100,100,100.0,5745021.0
GA,100,100,65.0,4465812.0
MIMIC,100,100,97.0,3.76476329E8
RHC,100,200,200.0,6596515.0
SA,100,200,200.0,8758332.0
GA,100,200,122.0,8758726.0
MIMIC,100,200,184.0,1.448463373E9
RHC,100,300,300.0,8917839.0
SA,100,300,300.0,1.0453048E7
GA,100,300,181.0,1.093354E7
MIMIC,100,300,263.0,2.819734249E9
RHC,100,400,400.0,1.1764159E7
SA,100,400,400.0,1.3164673E7
GA,100,400,227.0,1.4233569E7
MIMIC,100,400,351.0,6.987070453E9
RHC,100,500,500.0,1.3601054E7
SA,100,500,500.0,1.9389004E7
GA,100,500,263.0,1.8038902E7
MIMIC,100,500,416.0,1.0673545568E10
RHC,100,600,600.0,1.635797E7
SA,100,600,600.0,2.1387769E7
GA,100,600,327.0,2.1912371E7
MIMIC,100,600,489.0,1.3744928454E10
RHC,100,700,700.0,2.2292432E7
SA,100,700,700.0,2.0830872E7
GA,100,700,379.0,2.4844156E7
MIMIC,100,700,560.0,2.4375635469E10
RHC,200,100,100.0,5832061.0
SA,200,100,100.0,1.2137524E7
GA,200,100,63.0,7144354.0
MIMIC,200,100,100.0,6.24469688E8
RHC,200,200,200.0,1.1368345E7
SA,200,200,200.0,1.7537143E7
GA,200,200,103.0,1.3988203E7
MIMIC,200,200,196.0,3.297885681E9
RHC,200,300,300.0,2.656329E7
SA,200,300,300.0,2.6616853E7
GA,200,300,162.0,2.4563738E7
MIMIC,200,300,286.0,6.104077953E9
RHC,200,400,400.0,2.3274682E7
SA,200,400,400.0,2.9062238E7
GA,200,400,211.0,2.6769272E7
MIMIC,200,400,364.0,1.2347439691E10
RHC,200,500,500.0,3.142728E7
SA,200,500,500.0,5.9508055E7
GA,200,500,261.0,8.6221007E7
MIMIC,200,500,437.0,2.3538241197E10
RHC,200,600,600.0,3.8191573E7
SA,200,600,600.0,7.5907774E7
GA,200,600,312.0,1.02565981E8
MIMIC,200,600,514.0,3.2398590743E10
RHC,200,700,700.0,3.6199109E7
SA,200,700,700.0,5.4354984E7
GA,200,700,377.0,1.19561193E8
MIMIC,200,700,579.0,4.2555981171E10
RHC,400,100,100.0,1.4532498E7
SA,400,100,100.0,4.8947488E7
GA,400,100,61.0,3.6020304E7
MIMIC,400,100,100.0,1.664968012E9
RHC,400,200,200.0,3.4777721E7
SA,400,200,200.0,4.6489499E7
GA,400,200,107.0,3.2903018E7
MIMIC,400,200,197.0,6.569961497E9
RHC,400,300,300.0,3.5192047E7
SA,400,300,300.0,5.4692509E7
GA,400,300,166.0,3.9486536E7
MIMIC,400,300,295.0,1.5981026897E10
RHC,400,400,400.0,5.2670901E7
SA,400,400,400.0,6.59939E7
GA,400,400,223.0,5.2705559E7
MIMIC,400,400,377.0,2.8727602412E10
RHC,400,500,500.0,6.9945744E7
SA,400,500,500.0,1.18110661E8
GA,400,500,277.0,1.64269725E8
MIMIC,400,500,456.0,4.2014383624E10
RHC,400,600,600.0,1.39543722E8
SA,400,600,600.0,1.54920625E8
GA,400,600,317.0,1.38496882E8
MIMIC,400,600,535.0,6.0803898124E10
RHC,400,700,700.0,8.7670358E7
SA,400,700,700.0,1.80841946E8
GA,400,700,361.0,2.35876313E8
MIMIC,400,700,612.0,9.0304887069E10
RHC,10,100,99.0,355249.0
SA,10,100,100.0,463950.0
GA,10,100,61.0,473402.0
MIMIC,10,100,80.0,4.1695614E7
RHC,10,200,193.0,585254.0
SA,10,200,189.0,747518.0
GA,10,200,110.0,916872.0
MIMIC,10,200,147.0,1.72323467E8
RHC,10,300,270.0,940896.0
SA,10,300,268.0,1024785.0
GA,10,300,169.0,1309930.0
MIMIC,10,300,202.0,3.85743903E8
RHC,10,400,337.0,1200046.0
SA,10,400,344.0,1265425.0
GA,10,400,214.0,1725436.0
MIMIC,10,400,270.0,6.98415324E8
RHC,10,500,410.0,1363099.0
SA,10,500,402.0,4847054.0
GA,10,500,284.0,2247675.0
MIMIC,10,500,337.0,1.129468766E9
RHC,10,600,460.0,1641941.0
SA,10,600,468.0,1879824.0
GA,10,600,308.0,2552906.0
MIMIC,10,600,382.0,2.058347788E9
RHC,10,700,542.0,2153153.0
SA,10,700,520.0,2377250.0
GA,10,700,368.0,3625739.0
MIMIC,10,700,450.0,3.383258345E9
RHC,30,100,100.0,1020454.0
SA,30,100,100.0,1732132.0
GA,30,100,68.0,1500157.0
MIMIC,30,100,89.0,1.27412893E8
RHC,30,200,200.0,1966470.0
SA,30,200,200.0,2693508.0
GA,30,200,116.0,2983772.0
MIMIC,30,200,159.0,5.45945993E8
RHC,30,300,298.0,5589059.0
SA,30,300,300.0,6980514.0
GA,30,300,160.0,9225432.0
MIMIC,30,300,237.0,1.592502052E9
RHC,30,400,393.0,3938059.0
SA,30,400,397.0,1.0819324E7
GA,30,400,222.0,1.2323419E7
MIMIC,30,400,304.0,2.872003428E9
RHC,30,500,494.0,4737171.0
SA,30,500,490.0,5439397.0
GA,30,500,275.0,7139233.0
MIMIC,30,500,377.0,4.114834656E9
RHC,30,600,573.0,5562671.0
SA,30,600,568.0,6322399.0
GA,30,600,316.0,8575981.0
MIMIC,30,600,447.0,5.044817625E9
RHC,30,700,654.0,5397650.0
SA,30,700,661.0,5897045.0
GA,30,700,363.0,8155355.0
MIMIC,30,700,493.0,6.381714078E9
RHC,60,100,100.0,2092106.0
SA,60,100,100.0,3513887.0
GA,60,100,52.0,2944388.0
MIMIC,60,100,91.0,4.24674329E8
RHC,60,200,200.0,5874991.0
SA,60,200,200.0,8006087.0
GA,60,200,117.0,8876092.0
MIMIC,60,200,183.0,1.251034238E9
RHC,60,300,300.0,7641386.0
SA,60,300,300.0,9340436.0
GA,60,300,155.0,1.0832321E7
MIMIC,60,300,255.0,2.940394271E9
RHC,60,400,400.0,7898174.0
SA,60,400,400.0,9221494.0
GA,60,400,233.0,1.0757097E7
MIMIC,60,400,326.0,3.597868981E9
RHC,60,500,499.0,1.4245385E7
SA,60,500,497.0,1.6745514E7
GA,60,500,254.0,2.2024223E7
MIMIC,60,500,398.0,7.950062385E9
RHC,60,600,596.0,1.5073641E7
SA,60,600,599.0,1.2532158E7
GA,60,600,323.0,1.6277232E7
MIMIC,60,600,469.0,1.1389113643E10
RHC,60,700,693.0,1.6651779E7
SA,60,700,697.0,1.8607221E7
GA,60,700,394.0,2.6709406E7
MIMIC,60,700,539.0,1.61309256E10
RHC,100,100,100.0,3385101.0
SA,100,100,100.0,5697760.0
GA,100,100,61.0,4470144.0
MIMIC,100,100,98.0,3.75854448E8
RHC,100,200,200.0,6492146.0
SA,100,200,200.0,8811894.0
GA,100,200,116.0,8673656.0
MIMIC,100,200,184.0,1.748231634E9
RHC,100,300,300.0,1.0015486E7
SA,100,300,300.0,1.1876011E7
GA,100,300,149.0,1.279052E7
MIMIC,100,300,273.0,3.094950982E9
RHC,100,400,400.0,1.1814571E7
SA,100,400,400.0,1.3236747E7
GA,100,400,209.0,1.4073275E7
MIMIC,100,400,342.0,7.682038843E9
RHC,100,500,500.0,1.9782062E7
SA,100,500,500.0,1.7714374E7
GA,100,500,252.0,2.1076631E7
MIMIC,100,500,422.0,1.1593068007E10
RHC,100,600,600.0,1.8772242E7
SA,100,600,600.0,2.101913E7
GA,100,600,323.0,2.5100943E7
MIMIC,100,600,480.0,1.7637181832E10
RHC,100,700,700.0,3.2493813E7
SA,100,700,699.0,3.1102751E7
GA,100,700,351.0,4.0453427E7
MIMIC,100,700,573.0,2.1750561624E10
RHC,200,100,100.0,1.3434851E7
SA,200,100,100.0,2.9026399E7
GA,200,100,59.0,1.8387455E7
MIMIC,200,100,99.0,9.67899245E8
RHC,200,200,200.0,1.282636E7
SA,200,200,200.0,2.0653247E7
GA,200,200,101.0,2.2913526E7
MIMIC,200,200,193.0,2.873666637E9
RHC,200,300,300.0,1.9861225E7
SA,200,300,300.0,2.6669235E7
GA,200,300,151.0,2.4748845E7
MIMIC,200,300,283.0,7.29514885E9
RHC,200,400,400.0,2.921505E7
SA,200,400,400.0,3.5778482E7
GA,200,400,226.0,3.3813588E7
MIMIC,200,400,365.0,1.2813825781E10
RHC,200,500,500.0,3.2122811E7
SA,200,500,500.0,3.2754145E7
GA,200,500,268.0,3.3428802E7
MIMIC,200,500,438.0,1.9884915252E10
RHC,200,600,600.0,3.6622887E7
SA,200,600,600.0,3.9093478E7
GA,200,600,305.0,4.4975952E7
MIMIC,200,600,518.0,3.2498157592E10
RHC,200,700,700.0,7.9750129E7
SA,200,700,700.0,9.6127792E7
GA,200,700,350.0,1.19609637E8
MIMIC,200,700,578.0,4.4273326276E10
RHC,400,100,100.0,1.3191061E7
SA,400,100,100.0,3.4390178E7
GA,400,100,57.0,1.6873908E7
MIMIC,400,100,100.0,2.225722982E9
RHC,400,200,200.0,3.134851E7
SA,400,200,200.0,4.9896261E7
GA,400,200,117.0,3.3032987E7
MIMIC,400,200,200.0,6.407369554E9
RHC,400,300,300.0,3.8998956E7
SA,400,300,300.0,5.1056924E7
GA,400,300,168.0,3.9659827E7
MIMIC,400,300,294.0,1.5731753541E10
RHC,400,400,400.0,5.9165016E7
SA,400,400,400.0,7.7320891E7
GA,400,400,186.0,6.3821056E7
MIMIC,400,400,381.0,2.8315952152E10
RHC,400,500,500.0,9.6204592E7
SA,400,500,500.0,1.72509361E8
GA,400,500,262.0,1.67607957E8
MIMIC,400,500,458.0,4.2135409529E10
RHC,400,600,600.0,9.5785934E7
SA,400,600,600.0,1.84553151E8
GA,400,600,323.0,1.89789718E8
MIMIC,400,600,531.0,6.3597270731E10
RHC,400,700,700.0,7.6739181E7
SA,400,700,700.0,8.8901912E7
GA,400,700,372.0,9.1042461E7
MIMIC,400,700,602.0,9.1343858061E10
RHC,10,100,100.0,324922.0
SA,10,100,100.0,431655.0
GA,10,100,55.0,467888.0
MIMIC,10,100,80.0,4.1716095E7
RHC,10,200,195.0,573045.0
SA,10,200,188.0,731764.0
GA,10,200,119.0,895211.0
MIMIC,10,200,141.0,1.67583933E8
RHC,10,300,274.0,914115.0
SA,10,300,276.0,1054718.0
GA,10,300,163.0,1356403.0
MIMIC,10,300,206.0,3.80552234E8
RHC,10,400,356.0,1239431.0
SA,10,400,336.0,1339074.0
GA,10,400,220.0,1779393.0
MIMIC,10,400,262.0,6.9744804E8
RHC,10,500,421.0,1369400.0
SA,10,500,378.0,1520243.0
GA,10,500,277.0,2192931.0
MIMIC,10,500,326.0,1.77290683E9
RHC,10,600,460.0,2965261.0
SA,10,600,477.0,3243710.0
GA,10,600,307.0,5333453.0
MIMIC,10,600,373.0,2.104966861E9
RHC,10,700,536.0,2132673.0
SA,10,700,510.0,2357164.0
GA,10,700,390.0,7828857.0
MIMIC,10,700,434.0,3.185222688E9
RHC,30,100,100.0,1025179.0
SA,30,100,100.0,1712833.0
GA,30,100,65.0,1549782.0
MIMIC,30,100,91.0,1.25166005E8
RHC,30,200,199.0,1987737.0
SA,30,200,200.0,2595440.0
GA,30,200,116.0,2957384.0
MIMIC,30,200,163.0,5.14182369E8
RHC,30,300,299.0,3015673.0
SA,30,300,299.0,3660004.0
GA,30,300,159.0,4341751.0
MIMIC,30,300,233.0,1.427962544E9
RHC,30,400,392.0,4377591.0
SA,30,400,395.0,4815547.0
GA,30,400,220.0,5975815.0
MIMIC,30,400,303.0,2.342452033E9
RHC,30,500,495.0,4112926.0
SA,30,500,489.0,4568999.0
GA,30,500,277.0,5919101.0
MIMIC,30,500,376.0,2.776087525E9
RHC,30,600,580.0,4982930.0
SA,30,600,579.0,1.034159E7
GA,30,600,316.0,7430285.0
MIMIC,30,600,429.0,5.811655694E9
RHC,30,700,655.0,6314127.0
SA,30,700,651.0,7072280.0
GA,30,700,370.0,1.008756E7
MIMIC,30,700,494.0,7.805583782E9
RHC,60,100,100.0,3450872.0
SA,60,100,100.0,6260171.0
GA,60,100,66.0,5055398.0
MIMIC,60,100,95.0,3.52876331E8
RHC,60,200,200.0,4506772.0
SA,60,200,200.0,6212122.0
GA,60,200,99.0,6496478.0
MIMIC,60,200,185.0,1.148127187E9
RHC,60,300,300.0,7962371.0
SA,60,300,300.0,9765000.0
GA,60,300,168.0,1.0837047E7
MIMIC,60,300,253.0,2.458842772E9
RHC,60,400,400.0,7943465.0
SA,60,400,400.0,9188805.0
GA,60,400,215.0,1.0751976E7
MIMIC,60,400,329.0,5.020025064E9
RHC,60,500,500.0,9395179.0
SA,60,500,498.0,1.0779152E7
GA,60,500,267.0,1.3338359E7
MIMIC,60,500,403.0,7.119717944E9
RHC,60,600,599.0,1.1153305E7
SA,60,600,597.0,1.6545441E7
GA,60,600,315.0,1.6097245E7
MIMIC,60,600,480.0,7.885468211E9
RHC,60,700,697.0,1.2734594E7
SA,60,700,696.0,2.5779538E7
GA,60,700,360.0,1.860604E7
MIMIC,60,700,530.0,1.4315444093E10
RHC,100,100,100.0,5039250.0
SA,100,100,100.0,8227823.0
GA,100,100,61.0,6337365.0
MIMIC,100,100,92.0,6.24106956E8
RHC,100,200,200.0,1.2721991E7
SA,100,200,200.0,1.8173204E7
GA,100,200,110.0,1.8673387E7
MIMIC,100,200,188.0,2.459145246E9
RHC,100,300,300.0,1.3025646E7
SA,100,300,300.0,1.6147658E7
GA,100,300,169.0,1.8339406E7
MIMIC,100,300,274.0,3.964703584E9
RHC,100,400,400.0,1.3224537E7
SA,100,400,400.0,1.5078761E7
GA,100,400,211.0,1.7080283E7
MIMIC,100,400,345.0,7.931921083E9
RHC,100,500,500.0,1.574751E7
SA,100,500,500.0,2.2121109E7
GA,100,500,254.0,2.1129013E7
MIMIC,100,500,414.0,1.2271125862E10
RHC,100,600,600.0,1.8935688E7
SA,100,600,600.0,2.4386901E7
GA,100,600,309.0,2.5382936E7
MIMIC,100,600,486.0,1.5793721948E10
RHC,100,700,699.0,2.5690923E7
SA,100,700,700.0,2.3134473E7
GA,100,700,348.0,2.9623468E7
MIMIC,100,700,557.0,2.4507675652E10
RHC,200,100,100.0,8371181.0
SA,200,100,100.0,1.2181242E7
GA,200,100,54.0,7318827.0
MIMIC,200,100,98.0,6.07122378E8
RHC,200,200,200.0,1.128288E7
SA,200,200,200.0,1.7253181E7
GA,200,200,101.0,1.3802703E7
MIMIC,200,200,197.0,3.634663979E9
RHC,200,300,300.0,2.0199538E7
SA,200,300,300.0,2.9977535E7
GA,200,300,157.0,2.4672045E7
MIMIC,200,300,277.0,7.404670927E9
RHC,200,400,400.0,4.462858E7
SA,200,400,400.0,6.3596957E7
GA,200,400,210.0,6.9119457E7
MIMIC,200,400,367.0,1.540438145E10
RHC,200,500,500.0,5.811345E7
SA,200,500,500.0,8.8021667E7
GA,200,500,260.0,7.2784581E7
MIMIC,200,500,437.0,2.1362870943E10
RHC,200,600,600.0,5.1876121E7
SA,200,600,600.0,5.7984662E7
GA,200,600,320.0,5.9048045E7
MIMIC,200,600,513.0,3.3232126512E10
RHC,200,700,700.0,4.8273225E7
SA,200,700,700.0,5.2031297E7
GA,200,700,373.0,5.620842E7
MIMIC,200,700,585.0,4.5804665728E10
RHC,400,100,100.0,1.1206474E7
SA,400,100,100.0,2.9691998E7
GA,400,100,54.0,1.4416707E7
MIMIC,400,100,100.0,1.746692881E9
RHC,400,200,200.0,2.5201373E7
SA,400,200,200.0,4.6004282E7
GA,400,200,105.0,3.2932163E7
MIMIC,400,200,200.0,6.006580761E9
RHC,400,300,300.0,3.4776934E7
SA,400,300,300.0,1.07042033E8
GA,400,300,156.0,9.9437274E7
MIMIC,400,300,293.0,1.486138142E10
RHC,400,400,400.0,1.03040959E8
SA,400,400,400.0,1.39825716E8
GA,400,400,223.0,1.34948729E8
MIMIC,400,400,379.0,2.5676254437E10
RHC,400,500,500.0,6.6256989E7
SA,400,500,500.0,8.7143392E7
GA,400,500,264.0,7.8685565E7
MIMIC,400,500,455.0,4.3134862083E10
RHC,400,600,600.0,8.8649457E7
SA,400,600,600.0,1.73397089E8
GA,400,600,336.0,1.80684802E8
MIMIC,400,600,546.0,5.5297038914E10
RHC,400,700,700.0,1.48833351E8
SA,400,700,700.0,1.84627588E8
GA,400,700,352.0,1.64170869E8
MIMIC,400,700,612.0,8.2060110245E10
RHC,10,100,99.0,283963.0
SA,10,100,100.0,432836.0
GA,10,100,59.0,469070.0
MIMIC,10,100,77.0,4.2859821E7
RHC,10,200,194.0,632516.0
SA,10,200,185.0,702226.0
GA,10,200,110.0,875518.0
MIMIC,10,200,147.0,1.69727632E8
RHC,10,300,276.0,910964.0
SA,10,300,270.0,1062200.0
GA,10,300,171.0,1369400.0
MIMIC,10,300,207.0,3.79664113E8
RHC,10,400,344.0,1155542.0
SA,10,400,340.0,1248095.0
GA,10,400,212.0,1734888.0
MIMIC,10,400,264.0,7.04026044E8
RHC,10,500,405.0,1424933.0
SA,10,500,395.0,1555296.0
GA,10,500,264.0,2181903.0
MIMIC,10,500,325.0,1.60693215E9
RHC,10,600,452.0,1961349.0
SA,10,600,454.0,2109042.0
GA,10,600,319.0,3114923.0
MIMIC,10,600,392.0,2.250058289E9
RHC,10,700,521.0,2161030.0
SA,10,700,528.0,2370161.0
GA,10,700,364.0,3628891.0
MIMIC,10,700,450.0,2.554010369E9
RHC,30,100,100.0,917659.0
SA,30,100,100.0,1394606.0
GA,30,100,63.0,1203592.0
MIMIC,30,100,86.0,1.05174024E8
RHC,30,200,200.0,1704956.0
SA,30,200,200.0,2287059.0
GA,30,200,122.0,2470198.0
MIMIC,30,200,165.0,7.19701875E8
RHC,30,300,299.0,3565875.0
SA,30,300,298.0,4262981.0
GA,30,300,169.0,5371262.0
MIMIC,30,300,235.0,1.134171673E9
RHC,30,400,397.0,4125924.0
SA,30,400,395.0,4415399.0
GA,30,400,202.0,5783618.0
MIMIC,30,400,305.0,2.126575971E9
RHC,30,500,493.0,4737959.0
SA,30,500,486.0,5315730.0
GA,30,500,250.0,7128206.0
MIMIC,30,500,368.0,3.75938494E9
RHC,30,600,572.0,5003017.0
SA,30,600,578.0,5477207.0
GA,30,600,315.0,6970274.0
MIMIC,30,600,426.0,6.813344897E9
RHC,30,700,646.0,6273562.0
SA,30,700,659.0,7030533.0
GA,30,700,359.0,9965861.0
MIMIC,30,700,491.0,8.519761976E9
RHC,60,100,100.0,3407550.0
SA,60,100,100.0,6073488.0
GA,60,100,51.0,5171583.0
MIMIC,60,100,93.0,3.38066566E8
RHC,60,200,200.0,4403584.0
SA,60,200,200.0,6116418.0
GA,60,200,106.0,6439371.0
MIMIC,60,200,184.0,1.221912135E9
RHC,60,300,300.0,5990781.0
SA,60,300,300.0,9648029.0
GA,60,300,153.0,8112820.0
MIMIC,60,300,259.0,2.622609556E9
RHC,60,400,400.0,8537384.0
SA,60,400,398.0,1.3257621E7
GA,60,400,215.0,1.1301785E7
MIMIC,60,400,322.0,4.397127607E9
RHC,60,500,499.0,9379426.0
SA,60,500,500.0,1.4868842E7
GA,60,500,262.0,1.3373017E7
MIMIC,60,500,398.0,7.652081E9
RHC,60,600,599.0,1.1256492E7
SA,60,600,598.0,1.2645191E7
GA,60,600,295.0,1.5804618E7
MIMIC,60,600,468.0,1.0776116669E10
RHC,60,700,695.0,1.2642828E7
SA,60,700,696.0,1.7559198E7
GA,60,700,361.0,3.9421945E7
MIMIC,60,700,542.0,1.3639795784E10
RHC,100,100,100.0,3435119.0
SA,100,100,100.0,5772197.0
GA,100,100,57.0,4499683.0
MIMIC,100,100,93.0,5.57035495E8
RHC,100,200,200.0,9227795.0
SA,100,200,200.0,1.2658975E7
GA,100,200,110.0,1.3020132E7
MIMIC,100,200,183.0,1.809703797E9
RHC,100,300,300.0,1.3361596E7
SA,100,300,300.0,1.1942178E7
GA,100,300,156.0,1.2901978E7
MIMIC,100,300,273.0,3.458378428E9
RHC,100,400,400.0,1.1500676E7
SA,100,400,400.0,1.3510863E7
GA,100,400,205.0,1.4050431E7
MIMIC,100,400,347.0,6.128491241E9
RHC,100,500,500.0,1.370306E7
SA,100,500,500.0,1.561124E7
GA,100,500,267.0,1.7853007E7
MIMIC,100,500,421.0,1.207421227E10
RHC,100,600,600.0,1.9006974E7
SA,100,600,600.0,2.5222641E7
GA,100,600,333.0,2.5539686E7
MIMIC,100,600,482.0,1.8381882249E10
RHC,100,700,700.0,2.4507811E7
SA,100,700,699.0,2.376817E7
GA,100,700,345.0,2.9960993E7
MIMIC,100,700,557.0,2.2660182398E10
RHC,200,100,100.0,5792282.0
SA,200,100,100.0,1.1605439E7
GA,200,100,57.0,6969881.0
MIMIC,200,100,96.0,6.05337864E8
RHC,200,200,200.0,1.1478228E7
SA,200,200,200.0,1.7791567E7
GA,200,200,114.0,1.4223329E7
MIMIC,200,200,197.0,2.388980524E9
RHC,200,300,300.0,1.7615519E7
SA,200,300,300.0,2.7817687E7
GA,200,300,158.0,2.1050244E7
MIMIC,200,300,286.0,7.202940606E9
RHC,200,400,400.0,2.6770847E7
SA,200,400,400.0,3.330159E7
GA,200,400,241.0,3.2616299E7
MIMIC,200,400,364.0,1.3317080914E10
RHC,200,500,500.0,3.0068907E7
SA,200,500,500.0,3.6089227E7
GA,200,500,265.0,3.373285E7
MIMIC,200,500,440.0,2.0586193831E10
RHC,200,600,600.0,3.3276384E7
SA,200,600,600.0,4.4007093E7
GA,200,600,318.0,4.1035529E7
MIMIC,200,600,516.0,3.3147393059E10
RHC,200,700,700.0,3.6609496E7
SA,200,700,700.0,4.1265929E7
GA,200,700,352.0,4.6080688E7
MIMIC,200,700,593.0,4.0414979039E10
RHC,400,100,100.0,1.3630592E7
SA,400,100,100.0,3.4354338E7
GA,400,100,63.0,2.0565026E7
MIMIC,400,100,100.0,1.702641678E9
RHC,400,200,200.0,3.0409977E7
SA,400,200,200.0,4.700268E7
GA,400,200,111.0,3.2916803E7
MIMIC,400,200,200.0,7.097915062E9
RHC,400,300,300.0,7.3336358E7
SA,400,300,300.0,1.18536408E8
GA,400,300,163.0,8.6324982E7
MIMIC,400,300,297.0,1.6298901802E10
