Algorithm,Iteration,N,Evaluation,TrainingTime
RHC,30,300,299.0,4757651.0
SA,30,300,299.0,6078214.0
GA,30,300,152.0,7927712.0
MIMIC,30,300,223.0,1.285135333E9
RHC,30,400,394.0,3953026.0
SA,30,400,397.0,4572937.0
GA,30,400,219.0,5737932.0
MIMIC,30,400,299.0,2.395308436E9
RHC,30,500,481.0,8563772.0
SA,30,500,483.0,9873702.0
GA,30,500,273.0,1.5341456E7
MIMIC,30,500,370.0,4.086155628E9
RHC,30,600,575.0,5708000.0
SA,30,600,571.0,6225907.0
GA,30,600,315.0,8640179.0
MIMIC,30,600,424.0,4.650767526E9
RHC,30,700,657.0,5420099.0
SA,30,700,656.0,5982510.0
GA,30,700,371.0,8308166.0
MIMIC,30,700,511.0,7.677385561E9
RHC,60,100,100.0,3324448.0
SA,60,100,100.0,6012442.0
GA,60,100,61.0,5133379.0
MIMIC,60,100,93.0,3.54703773E8
RHC,60,200,200.0,1.0103313E7
SA,60,200,200.0,1.0437294E7
GA,60,200,108.0,1.1597957E7
MIMIC,60,200,178.0,1.399869164E9
RHC,60,300,300.0,6039618.0
SA,60,300,300.0,7394840.0
GA,60,300,168.0,8067527.0
MIMIC,60,300,262.0,2.033628481E9
RHC,60,400,399.0,7109695.0
SA,60,400,400.0,7962370.0
GA,60,400,211.0,8990306.0
MIMIC,60,400,332.0,4.342394926E9
RHC,60,500,500.0,9432201.0
SA,60,500,500.0,1.075749E7
GA,60,500,277.0,1.3380106E7
MIMIC,60,500,399.0,7.245570028E9
RHC,60,600,599.0,1.1286425E7
SA,60,600,593.0,1.2497105E7
GA,60,600,332.0,1.5717972E7
MIMIC,60,600,458.0,7.787898946E9
RHC,60,700,692.0,1.0653121E7
SA,60,700,696.0,1.1831113E7
GA,60,700,350.0,1.5054343E7
MIMIC,60,700,540.0,1.1703247018E10
RHC,100,100,100.0,3452054.0
SA,100,100,100.0,5659951.0
GA,100,100,65.0,4520556.0
MIMIC,100,100,96.0,3.79364002E8
RHC,100,200,200.0,1.1932331E7
SA,100,200,200.0,1.7792355E7
GA,100,200,115.0,1.860919E7
MIMIC,100,200,187.0,1.989953401E9
RHC,100,300,300.0,1.0006428E7
SA,100,300,300.0,1.2211567E7
GA,100,300,156.0,1.2769646E7
MIMIC,100,300,268.0,3.532524138E9
RHC,100,400,400.0,1.1674756E7
SA,100,400,400.0,2.7378156E7
GA,100,400,200.0,3.6172721E7
MIMIC,100,400,346.0,6.716931961E9
RHC,100,500,500.0,1.54474E7
SA,100,500,500.0,1.7736036E7
GA,100,500,266.0,2.1029763E7
MIMIC,100,500,411.0,8.731603092E9
RHC,100,600,600.0,1.6444223E7
SA,100,600,600.0,1.8138939E7
GA,100,600,294.0,2.4487725E7
MIMIC,100,600,488.0,1.7403992725E10
RHC,100,700,700.0,2.4016292E7
SA,100,700,699.0,2.3061611E7
GA,100,700,368.0,2.9294213E7
MIMIC,100,700,557.0,1.9627232512E10
RHC,200,100,100.0,7488181.0
SA,200,100,100.0,1.5540348E7
GA,200,100,54.0,9728373.0
MIMIC,200,100,100.0,7.41275538E8
RHC,200,200,200.0,1.2933486E7
SA,200,200,200.0,2.062371E7
GA,200,200,113.0,1.6789231E7
MIMIC,200,200,196.0,3.850801947E9
RHC,200,300,300.0,2.6690108E7
SA,200,300,300.0,4.1111148E7
GA,200,300,157.0,3.3262205E7
MIMIC,200,300,277.0,7.91604636E9
RHC,200,400,400.0,2.9935788E7
SA,200,400,400.0,3.2855757E7
GA,200,400,200.0,3.2580459E7
MIMIC,200,400,360.0,1.338086416E10
RHC,200,500,500.0,3.5615824E7
SA,200,500,500.0,3.8206145E7
GA,200,500,255.0,4.0205698E7
MIMIC,200,500,448.0,2.0557048492E10
RHC,200,600,600.0,4.6969597E7
SA,200,600,600.0,5.3373127E7
GA,200,600,307.0,5.2002152E7
MIMIC,200,600,509.0,3.0483512848E10
RHC,200,700,700.0,3.7152215E7
SA,200,700,700.0,4.4768395E7
GA,200,700,374.0,4.6497771E7
MIMIC,200,700,582.0,4.3152447276E10
RHC,400,100,100.0,1.307527E7
SA,400,100,100.0,3.3533565E7
GA,400,100,54.0,1.6836099E7
MIMIC,400,100,100.0,1.313799787E9
RHC,400,200,200.0,2.3357783E7
SA,400,200,200.0,3.9715754E7
GA,400,200,107.0,2.7227313E7
MIMIC,400,200,199.0,6.348803183E9
RHC,400,300,300.0,3.9475902E7
SA,400,300,300.0,1.09533892E8
GA,400,300,158.0,1.02170954E8
MIMIC,400,300,292.0,1.4702077298E10
RHC,400,400,400.0,9.9079268E7
SA,400,400,400.0,1.3694198E8
GA,400,400,204.0,1.35724211E8
MIMIC,400,400,377.0,2.6699826472E10
RHC,400,500,500.0,7.2671941E7
SA,400,500,500.0,8.8391882E7
GA,400,500,245.0,7.87025E7
MIMIC,400,500,456.0,4.3394813767E10
RHC,400,600,600.0,7.6808498E7
SA,400,600,600.0,9.7501524E7
GA,400,600,303.0,1.01257233E8
MIMIC,400,600,537.0,6.1359529954E10
RHC,400,700,700.0,9.5297566E7
SA,400,700,700.0,1.09613055E8
GA,400,700,368.0,1.09523258E8
MIMIC,400,700,614.0,8.8963173495E10
RHC,10,100,99.0,320590.0
SA,10,100,98.0,476159.0
GA,10,100,60.0,466313.0
MIMIC,10,100,76.0,4.2888965E7
RHC,10,200,191.0,599039.0
SA,10,200,186.0,747518.0
GA,10,200,114.0,884577.0
MIMIC,10,200,146.0,1.69275892E8
RHC,10,300,278.0,890091.0
SA,10,300,267.0,992884.0
GA,10,300,183.0,1318200.0
MIMIC,10,300,202.0,3.81374189E8
RHC,10,400,335.0,1201228.0
SA,10,400,339.0,1290237.0
GA,10,400,229.0,1700624.0
MIMIC,10,400,270.0,1.051888331E9
RHC,10,500,398.0,1631701.0
SA,10,500,393.0,1746310.0
GA,10,500,279.0,2700203.0
MIMIC,10,500,330.0,1.585527445E9
RHC,10,600,467.0,2177177.0
SA,10,600,455.0,2331958.0
GA,10,600,332.0,3644250.0
MIMIC,10,600,389.0,1.864799604E9
RHC,10,700,527.0,1876279.0
SA,10,700,513.0,1992070.0
GA,10,700,379.0,3034972.0
MIMIC,10,700,440.0,3.207562382E9
RHC,30,100,100.0,1055111.0
SA,30,100,100.0,1696686.0
GA,30,100,61.0,1505276.0
MIMIC,30,100,87.0,1.28980792E8
RHC,30,200,200.0,1871947.0
SA,30,200,200.0,2546998.0
GA,30,200,106.0,2941237.0
MIMIC,30,200,160.0,5.03911278E8
RHC,30,300,298.0,3033396.0
SA,30,300,298.0,3613531.0
GA,30,300,166.0,4389012.0
MIMIC,30,300,230.0,1.006662288E9
RHC,30,400,398.0,3318540.0
SA,30,400,394.0,3888434.0
GA,30,400,213.0,4773799.0
MIMIC,30,400,300.0,2.465102156E9
RHC,30,500,491.0,5124321.0
SA,30,500,488.0,5600480.0
GA,30,500,275.0,7477547.0
MIMIC,30,500,365.0,3.571829506E9
RHC,30,600,577.0,5193638.0
SA,30,600,575.0,1.0954807E7
GA,30,600,329.0,7388931.0
MIMIC,30,600,431.0,4.959703324E9
RHC,30,700,658.0,5564246.0
SA,30,700,652.0,6113267.0
GA,30,700,371.0,8362518.0
MIMIC,30,700,496.0,6.798602479E9
RHC,60,100,100.0,3117679.0
SA,60,100,100.0,5386228.0
GA,60,100,64.0,4548126.0
MIMIC,60,100,91.0,2.9996991E8
RHC,60,200,200.0,4225172.0
SA,60,200,200.0,1.2748378E7
GA,60,200,110.0,1.1701144E7
MIMIC,60,200,182.0,1.173867341E9
RHC,60,300,300.0,9293568.0
SA,60,300,300.0,7274322.0
GA,60,300,164.0,8149053.0
MIMIC,60,300,255.0,2.547663552E9
RHC,60,400,400.0,1.1256098E7
SA,60,400,400.0,1.350653E7
GA,60,400,220.0,1.7283507E7
MIMIC,60,400,321.0,5.230119083E9
RHC,60,500,500.0,1.0032028E7
SA,60,500,499.0,1.1368738E7
GA,60,500,259.0,1.4427734E7
MIMIC,60,500,400.0,7.24311716E9
RHC,60,600,598.0,1.8222828E7
SA,60,600,599.0,2.2026192E7
GA,60,600,328.0,3.3988455E7
MIMIC,60,600,466.0,1.0058006717E10
RHC,60,700,694.0,1.4353692E7
SA,60,700,697.0,1.2040244E7
GA,60,700,336.0,1.5838095E7
MIMIC,60,700,539.0,1.2938762964E10
RHC,100,100,100.0,3240165.0
SA,100,100,100.0,5500838.0
GA,100,100,60.0,4435091.0
MIMIC,100,100,97.0,3.79152901E8
RHC,100,200,200.0,6590213.0
SA,100,200,200.0,9057261.0
GA,100,200,122.0,8769753.0
MIMIC,100,200,187.0,1.737013739E9
RHC,100,300,300.0,9985554.0
SA,100,300,300.0,1.2173758E7
GA,100,300,177.0,1.2756255E7
MIMIC,100,300,270.0,3.282389444E9
RHC,100,400,400.0,1.5837701E7
SA,100,400,400.0,1.540329E7
GA,100,400,211.0,1.6955828E7
MIMIC,100,400,340.0,5.740109363E9
RHC,100,500,500.0,1.3300549E7
SA,100,500,500.0,1.5647474E7
GA,100,500,264.0,1.7895543E7
MIMIC,100,500,421.0,1.1263635712E10
RHC,100,600,600.0,1.6374512E7
SA,100,600,599.0,2.3284134E7
GA,100,600,310.0,2.1164065E7
MIMIC,100,600,489.0,1.530499065E10
RHC,100,700,700.0,1.8154693E7
SA,100,700,700.0,2.2484628E7
GA,100,700,344.0,2.4519627E7
MIMIC,100,700,568.0,2.0753002676E10
RHC,200,100,100.0,6613844.0
SA,200,100,100.0,1.7734854E7
GA,200,100,65.0,8594099.0
MIMIC,200,100,98.0,7.31322674E8
RHC,200,200,200.0,1.7727765E7
SA,200,200,200.0,2.0219624E7
GA,200,200,96.0,1.6889268E7
MIMIC,200,200,194.0,3.448256605E9
RHC,200,300,300.0,1.9747797E7
SA,200,300,300.0,3.0324907E7
GA,200,300,152.0,2.4691737E7
MIMIC,200,300,278.0,6.925611681E9
RHC,200,400,400.0,2.5437286E7
SA,200,400,400.0,3.0133104E7
GA,200,400,195.0,2.7349405E7
MIMIC,200,400,361.0,1.3642013133E10
RHC,200,500,500.0,3.5186533E7
SA,200,500,500.0,3.8343596E7
GA,200,500,270.0,4.4171326E7
MIMIC,200,500,442.0,2.2165416995E10
RHC,200,600,600.0,3.9871717E7
SA,200,600,600.0,4.6196084E7
GA,200,600,323.0,4.7972326E7
MIMIC,200,600,509.0,2.9937007595E10
RHC,200,700,700.0,4.1495935E7
SA,200,700,700.0,7.167315E7
GA,200,700,368.0,1.19557255E8
MIMIC,200,700,579.0,4.2689243455E10
RHC,400,100,100.0,1.2811787E7
SA,400,100,100.0,4.3096128E7
GA,400,100,60.0,1.6755361E7
MIMIC,400,100,100.0,1.329393699E9
RHC,400,200,200.0,2.2741809E7
SA,400,200,200.0,6.2377613E7
GA,400,200,110.0,6.953772E7
MIMIC,400,200,199.0,7.314182212E9
RHC,400,300,300.0,6.9042263E7
SA,400,300,300.0,1.17985418E8
GA,400,300,148.0,9.0951877E7
MIMIC,400,300,293.0,1.4039716541E10
RHC,400,400,400.0,9.6505489E7
SA,400,400,400.0,1.46431683E8
GA,400,400,221.0,1.31419088E8
MIMIC,400,400,382.0,2.8099315182E10
RHC,400,500,500.0,9.3547711E7
SA,400,500,500.0,1.06324053E8
GA,400,500,270.0,9.3123934E7
MIMIC,400,500,462.0,4.1293403327E10
RHC,400,600,600.0,1.46897995E8
SA,400,600,600.0,1.73438443E8
GA,400,600,308.0,1.55268783E8
MIMIC,400,600,535.0,5.9182160935E10
RHC,400,700,700.0,1.1455857E8
SA,400,700,700.0,1.99414115E8
GA,400,700,384.0,1.87402228E8
MIMIC,400,700,612.0,8.473688889E10
RHC,10,100,100.0,430079.0
SA,10,100,99.0,639211.0
GA,10,100,60.0,652996.0
MIMIC,10,100,80.0,6.0115759E7
RHC,10,200,196.0,740036.0
SA,10,200,193.0,882214.0
GA,10,200,115.0,1169327.0
MIMIC,10,200,139.0,2.11655221E8
RHC,10,300,259.0,1058656.0
SA,10,300,266.0,1170114.0
GA,10,300,164.0,1584834.0
MIMIC,10,300,210.0,4.66676749E8
RHC,10,400,354.0,1408785.0
SA,10,400,343.0,1394606.0
GA,10,400,215.0,2101952.0
MIMIC,10,400,269.0,8.28324015E8
RHC,10,500,410.0,1585621.0
SA,10,500,399.0,1684870.0
GA,10,500,263.0,2601348.0
MIMIC,10,500,327.0,1.134346539E9
RHC,10,600,477.0,1685658.0
SA,10,600,458.0,1848316.0
GA,10,600,312.0,2637582.0
MIMIC,10,600,382.0,1.643778347E9
RHC,10,700,533.0,1834926.0
SA,10,700,523.0,1972377.0
GA,10,700,365.0,3062935.0
MIMIC,10,700,436.0,3.490594974E9
RHC,30,100,100.0,1290631.0
SA,30,100,100.0,2092500.0
GA,30,100,57.0,1904636.0
MIMIC,30,100,86.0,1.43976058E8
RHC,30,200,200.0,2079503.0
SA,30,200,199.0,2888067.0
GA,30,200,113.0,3170849.0
MIMIC,30,200,168.0,5.08609065E8
RHC,30,300,299.0,3007009.0
SA,30,300,298.0,3642282.0
GA,30,300,161.0,4387043.0
MIMIC,30,300,231.0,1.368221332E9
RHC,30,400,392.0,3808090.0
SA,30,400,395.0,9262060.0
GA,30,400,206.0,5784012.0
MIMIC,30,400,298.0,1.984390729E9
RHC,30,500,488.0,4102686.0
SA,30,500,482.0,4679670.0
GA,30,500,260.0,5883655.0
MIMIC,30,500,365.0,4.098955207E9
RHC,30,600,579.0,6675284.0
SA,30,600,574.0,7278655.0
GA,30,600,331.0,1.0472741E7
MIMIC,30,600,429.0,4.361807561E9
RHC,30,700,666.0,5494930.0
SA,30,700,658.0,5866326.0
GA,30,700,347.0,8201434.0
MIMIC,30,700,502.0,8.213291255E9
RHC,60,100,100.0,2462321.0
SA,60,100,100.0,4016829.0
GA,60,100,58.0,3401248.0
MIMIC,60,100,95.0,4.15125944E8
RHC,60,200,200.0,5705636.0
SA,60,200,200.0,7854063.0
GA,60,200,104.0,8861125.0
MIMIC,60,200,185.0,1.194411098E9
RHC,60,300,300.0,8359366.0
SA,60,300,300.0,9820139.0
GA,60,300,167.0,1.159323E7
MIMIC,60,300,257.0,2.194030644E9
RHC,60,400,400.0,7976549.0
SA,60,400,400.0,9261273.0
GA,60,400,211.0,1.0695263E7
MIMIC,60,400,328.0,5.844990366E9
RHC,60,500,500.0,1.4089816E7
SA,60,500,500.0,1.0583017E7
GA,60,500,263.0,1.3440758E7
MIMIC,60,500,400.0,7.948712283E9
RHC,60,600,597.0,2.0755648E7
SA,60,600,599.0,2.3495235E7
GA,60,600,298.0,3.4281871E7
MIMIC,60,600,466.0,9.2648523E9
RHC,60,700,697.0,1.1128493E7
SA,60,700,695.0,1.191894E7
GA,60,700,354.0,1.5118934E7
MIMIC,60,700,533.0,1.144768159E10
RHC,100,100,100.0,2874677.0
SA,100,100,100.0,8525963.0
GA,100,100,61.0,3869924.0
MIMIC,100,100,96.0,3.08650654E8
RHC,100,200,200.0,9853616.0
SA,100,200,200.0,7833583.0
GA,100,200,118.0,7636660.0
MIMIC,100,200,189.0,1.229031677E9
RHC,100,300,300.0,8754000.0
SA,100,300,300.0,1.0437294E7
GA,100,300,164.0,1.0870131E7
MIMIC,100,300,271.0,3.898158301E9
RHC,100,400,400.0,1.3294248E7
SA,100,400,400.0,1.5676224E7
GA,100,400,217.0,1.7171262E7
MIMIC,100,400,342.0,8.804789001E9
RHC,100,500,500.0,2.0064449E7
SA,100,500,500.0,1.7875456E7
GA,100,500,246.0,2.101401E7
MIMIC,100,500,420.0,1.1942413909E10
RHC,100,600,600.0,2.6751942E7
SA,100,600,600.0,2.8748738E7
GA,100,600,321.0,3.5842286E7
MIMIC,100,600,483.0,1.5595056926E10
RHC,100,700,700.0,2.4685436E7
SA,100,700,700.0,2.9581327E7
GA,100,700,339.0,3.9529071E7
MIMIC,100,700,567.0,2.370102258E10
RHC,200,100,100.0,6622903.0
SA,200,100,100.0,1.4086665E7
GA,200,100,56.0,8630726.0
MIMIC,200,100,97.0,9.81571584E8
RHC,200,200,200.0,1.3224931E7
SA,200,200,200.0,2.086041E7
GA,200,200,117.0,1.6840431E7
MIMIC,200,200,194.0,3.371534358E9
RHC,200,300,300.0,2.3618509E7
SA,200,300,300.0,2.6982735E7
GA,200,300,155.0,2.4697645E7
MIMIC,200,300,284.0,5.531121262E9
RHC,200,400,400.0,2.6087131E7
SA,200,400,400.0,2.9253648E7
GA,200,400,204.0,2.7304901E7
MIMIC,200,400,362.0,1.2020282245E10
RHC,200,500,500.0,3.8563362E7
SA,200,500,500.0,7.3062635E7
GA,200,500,247.0,8.5770842E7
MIMIC,200,500,436.0,2.1256447641E10
RHC,200,600,600.0,4.2959464E7
SA,200,600,600.0,4.4754611E7
GA,200,600,321.0,8.2268769E7
MIMIC,200,600,513.0,3.3439602641E10
RHC,200,700,700.0,4.6037365E7
SA,200,700,700.0,5.1896995E7
GA,200,700,347.0,5.6181244E7
MIMIC,200,700,590.0,4.2889358615E10
RHC,400,100,100.0,2.4278987E7
SA,400,100,100.0,6.3036515E7
GA,400,100,57.0,2.901931E7
MIMIC,400,100,100.0,2.000111852E9
RHC,400,200,200.0,2.6774391E7
SA,400,200,200.0,5.0147928E7
GA,400,200,107.0,3.2944766E7
MIMIC,400,200,197.0,6.010950475E9
RHC,400,300,300.0,4.2947255E7
SA,400,300,300.0,6.2630856E7
GA,400,300,167.0,4.8116475E7
MIMIC,400,300,292.0,1.6671974126E10
RHC,400,400,400.0,9.273442E7
SA,400,400,400.0,1.49308329E8
GA,400,400,227.0,1.30469921E8
MIMIC,400,400,383.0,2.5983937413E10
RHC,400,500,500.0,7.9107767E7
SA,400,500,500.0,1.44750357E8
GA,400,500,269.0,1.69483448E8
MIMIC,400,500,467.0,4.3783229122E10
RHC,400,600,600.0,1.41861896E8
SA,400,600,600.0,1.87057613E8
GA,400,600,321.0,1.98631545E8
MIMIC,400,600,528.0,5.9173260031E10
RHC,400,700,700.0,9.1955788E7
SA,400,700,700.0,1.07402795E8
GA,400,700,370.0,1.09616206E8
MIMIC,400,700,606.0,8.188748273E10
RHC,10,100,100.0,305624.0
SA,10,100,100.0,408812.0
GA,10,100,56.0,475371.0
MIMIC,10,100,78.0,4.2131601E7
RHC,10,200,191.0,622276.0
SA,10,200,190.0,739248.0
GA,10,200,116.0,906631.0
MIMIC,10,200,148.0,1.68177063E8
RHC,10,300,273.0,886546.0
SA,10,300,260.0,979099.0
GA,10,300,164.0,1329228.0
MIMIC,10,300,203.0,3.79365185E8
RHC,10,400,355.0,1183505.0
SA,10,400,339.0,1334348.0
GA,10,400,213.0,1747492.0
MIMIC,10,400,269.0,7.19363956E8
RHC,10,500,408.0,1384366.0
SA,10,500,394.0,1497399.0
GA,10,500,268.0,2175995.0
MIMIC,10,500,324.0,1.106845504E9
RHC,10,600,470.0,1730556.0
SA,10,600,455.0,1704956.0
GA,10,600,335.0,2550936.0
MIMIC,10,600,393.0,1.619755359E9
RHC,10,700,525.0,1803023.0
SA,10,700,523.0,1911725.0
GA,10,700,382.0,2992436.0
MIMIC,10,700,430.0,2.756177858E9
RHC,30,100,100.0,1053143.0
SA,30,100,100.0,1626187.0
GA,30,100,61.0,1499369.0
MIMIC,30,100,88.0,1.33077964E8
RHC,30,200,200.0,2018851.0
SA,30,200,200.0,9612583.0
GA,30,200,117.0,3005828.0
MIMIC,30,200,171.0,5.12617622E8
RHC,30,300,299.0,3046787.0
SA,30,300,298.0,3672214.0
GA,30,300,166.0,4315363.0
MIMIC,30,300,237.0,1.007877694E9
RHC,30,400,396.0,3538306.0
SA,30,400,394.0,3942785.0
GA,30,400,207.0,4813577.0
MIMIC,30,400,309.0,2.176766042E9
RHC,30,500,484.0,4649344.0
SA,30,500,484.0,5267287.0
GA,30,500,254.0,7179800.0
MIMIC,30,500,361.0,2.776402996E9
RHC,30,600,581.0,4913614.0
SA,30,600,573.0,5329908.0
GA,30,600,318.0,7127813.0
MIMIC,30,600,437.0,4.049249961E9
RHC,30,700,655.0,5607570.0
SA,30,700,650.0,8483428.0
GA,30,700,388.0,8713434.0
MIMIC,30,700,497.0,6.800879693E9
RHC,60,100,100.0,1717953.0
SA,60,100,100.0,2759674.0
GA,60,100,50.0,2253583.0
MIMIC,60,100,95.0,1.91043721E8
RHC,60,200,200.0,7275898.0
SA,60,200,200.0,4718660.0
GA,60,200,106.0,4756076.0
MIMIC,60,200,175.0,1.081577571E9
RHC,60,300,300.0,7035653.0
SA,60,300,300.0,8746910.0
GA,60,300,164.0,9093100.0
MIMIC,60,300,256.0,2.377003688E9
RHC,60,400,400.0,8035625.0
SA,60,400,400.0,9215193.0
GA,60,400,210.0,1.0603891E7
MIMIC,60,400,325.0,4.337466739E9
RHC,60,500,500.0,9427081.0
SA,60,500,499.0,1.6055891E7
GA,60,500,264.0,2.834544E7
MIMIC,60,500,410.0,8.029875529E9
RHC,60,600,597.0,1.1309662E7
SA,60,600,598.0,1.2552244E7
GA,60,600,310.0,1.6033836E7
MIMIC,60,600,461.0,1.0327363426E10
RHC,60,700,697.0,1.2492773E7
SA,60,700,697.0,1.3746776E7
GA,60,700,370.0,1.8674175E7
MIMIC,60,700,537.0,1.4846910363E10
RHC,100,100,100.0,3426061.0
SA,100,100,100.0,5683187.0
GA,100,100,61.0,4441787.0
MIMIC,100,100,94.0,3.81603013E8
RHC,100,200,200.0,6707579.0
SA,100,200,200.0,8731551.0
GA,100,200,115.0,8693741.0
MIMIC,100,200,189.0,1.515215819E9
RHC,100,300,300.0,1.0097799E7
SA,100,300,300.0,1.2104442E7
GA,100,300,156.0,1.2783825E7
MIMIC,100,300,269.0,3.445149952E9
RHC,100,400,400.0,1.3029584E7
SA,100,400,400.0,1.5377296E7
GA,100,400,207.0,1.7112972E7
MIMIC,100,400,352.0,7.509564139E9
RHC,100,500,500.0,1.9261005E7
SA,100,500,500.0,1.7633636E7
GA,100,500,261.0,2.1139252E7
MIMIC,100,500,413.0,1.1532115721E10
RHC,100,600,600.0,1.8509154E7
SA,100,600,600.0,2.4606666E7
GA,100,600,295.0,2.5469188E7
MIMIC,100,600,486.0,1.7570059959E10
RHC,100,700,700.0,2.8495889E7
SA,100,700,700.0,2.7213529E7
GA,100,700,353.0,3.90537E7
MIMIC,100,700,552.0,2.4729253805E10
RHC,200,100,100.0,8329828.0
SA,200,100,100.0,1.7801413E7
GA,200,100,61.0,1.1180874E7
MIMIC,200,100,98.0,7.61374252E8
RHC,200,200,200.0,1.3088267E7
SA,200,200,200.0,2.0320449E7
GA,200,200,127.0,1.6690376E7
MIMIC,200,200,195.0,2.570109978E9
RHC,200,300,300.0,1.7988097E7
SA,200,300,300.0,2.3702004E7
GA,200,300,157.0,2.074974E7
MIMIC,200,300,280.0,6.504049124E9
RHC,200,400,400.0,2.6835043E7
SA,200,400,400.0,3.3528444E7
GA,200,400,201.0,3.8782341E7
MIMIC,200,400,361.0,1.1622380338E10
RHC,200,500,500.0,3.1379624E7
SA,200,500,500.0,3.6954504E7
GA,200,500,246.0,3.347173E7
MIMIC,200,500,443.0,2.1175580567E10
RHC,200,600,600.0,3.3031805E7
SA,200,600,600.0,5.3683871E7
GA,200,600,310.0,1.01940949E8
MIMIC,200,600,515.0,3.0244480258E10
RHC,200,700,700.0,4.0758263E7
SA,200,700,700.0,4.5107496E7
GA,200,700,367.0,4.6370164E7
MIMIC,200,700,595.0,4.4187133626E10
RHC,400,100,100.0,1.1284849E7
SA,400,100,100.0,3.2472545E7
GA,400,100,63.0,1.4536043E7
MIMIC,400,100,100.0,1.183383824E9
RHC,400,200,200.0,2.2895409E7
SA,400,200,200.0,4.2861396E7
GA,400,200,116.0,2.8149699E7
MIMIC,400,200,199.0,5.474602886E9
RHC,400,300,300.0,3.7751647E7
SA,400,300,300.0,7.1190689E7
GA,400,300,148.0,1.02406079E8
MIMIC,400,300,295.0,1.4287163637E10
RHC,400,400,400.0,8.2479871E7
SA,400,400,400.0,1.45594762E8
GA,400,400,225.0,1.34840028E8
MIMIC,400,400,376.0,2.8510297086E10
RHC,400,500,500.0,6.2426844E7
SA,400,500,500.0,8.6195407E7
GA,400,500,256.0,7.8750943E7
MIMIC,400,500,463.0,4.168519118E10
RHC,400,600,600.0,1.23426785E8
SA,400,600,600.0,1.82722558E8
GA,400,600,280.0,1.75775521E8
MIMIC,400,600,532.0,6.0150250013E10
RHC,400,700,700.0,7.7185014E7
SA,400,700,700.0,9.2953004E7
GA,400,700,369.0,9.4145174E7
MIMIC,400,700,607.0,8.5226133762E10
RHC,10,100,100.0,360369.0
SA,10,100,100.0,568713.0
GA,10,100,66.0,550202.0
MIMIC,10,100,81.0,5.2177807E7
RHC,10,200,191.0,698681.0
SA,10,200,192.0,863309.0
GA,10,200,105.0,1077954.0
MIMIC,10,200,142.0,3.19239186E8
RHC,10,300,271.0,1650999.0
SA,10,300,276.0,1940870.0
GA,10,300,167.0,2900277.0
MIMIC,10,300,205.0,5.98883528E8
RHC,10,400,324.0,1339861.0
SA,10,400,343.0,1574988.0
GA,10,400,215.0,2100377.0
MIMIC,10,400,269.0,1.291603848E9
RHC,10,500,407.0,1622249.0
SA,10,500,405.0,1690778.0
GA,10,500,277.0,2602136.0
MIMIC,10,500,320.0,1.611318011E9
RHC,10,600,459.0,1962531.0
SA,10,600,448.0,2112586.0
GA,10,600,327.0,3122799.0
MIMIC,10,600,390.0,1.767739186E9
RHC,10,700,536.0,1867221.0
SA,10,700,516.0,1905818.0
GA,10,700,391.0,2955415.0
MIMIC,10,700,451.0,2.343568979E9
RHC,30,100,100.0,853857.0
SA,30,100,100.0,1348920.0
GA,30,100,61.0,1203197.0
MIMIC,30,100,89.0,1.09213695E8
RHC,30,200,200.0,1671479.0
SA,30,200,200.0,2177570.0
GA,30,200,118.0,2558419.0
MIMIC,30,200,160.0,4.19774894E8
RHC,30,300,300.0,2700991.0
SA,30,300,298.0,3159820.0
GA,30,300,146.0,3728927.0
MIMIC,30,300,235.0,9.52068239E8
RHC,30,400,393.0,3650552.0
SA,30,400,393.0,3786429.0
GA,30,400,190.0,4706845.0
MIMIC,30,400,303.0,2.678112599E9
RHC,30,500,486.0,7574433.0
SA,30,500,483.0,8718553.0
GA,30,500,254.0,1.3091418E7
MIMIC,30,500,372.0,3.698267239E9
RHC,30,600,576.0,4928580.0
SA,30,600,580.0,5507533.0
GA,30,600,305.0,1.3405312E7
MIMIC,30,600,438.0,5.310960951E9
RHC,30,700,656.0,5511472.0
SA,30,700,652.0,6250325.0
GA,30,700,369.0,8738245.0
MIMIC,30,700,495.0,7.697754058E9
RHC,60,100,100.0,2069657.0
SA,60,100,100.0,3222442.0
GA,60,100,66.0,2752191.0
MIMIC,60,100,92.0,4.10038644E8
RHC,60,200,200.0,5818671.0
SA,60,200,200.0,7976549.0
GA,60,200,111.0,8782357.0
MIMIC,60,200,179.0,1.255530376E9
RHC,60,300,300.0,7809559.0
SA,60,300,300.0,9470010.0
GA,60,300,166.0,1.0894155E7
MIMIC,60,300,252.0,2.362694106E9
RHC,60,400,400.0,8204585.0
SA,60,400,399.0,9571622.0
GA,60,400,212.0,1.1122585E7
MIMIC,60,400,326.0,4.158613712E9
RHC,60,500,499.0,9417629.0
SA,60,500,500.0,2.0243648E7
GA,60,500,278.0,2.8343471E7
MIMIC,60,500,403.0,7.053136426E9
RHC,60,600,596.0,1.1233256E7
SA,60,600,596.0,1.2360047E7
GA,60,600,335.0,1.6036199E7
MIMIC,60,600,469.0,1.0103988944E10
RHC,60,700,696.0,2.1871018E7
SA,60,700,697.0,2.4192735E7
GA,60,700,340.0,3.6829262E7
MIMIC,60,700,537.0,1.490447558E10
RHC,100,100,100.0,3345716.0
SA,100,100,100.0,5659951.0
GA,100,100,59.0,4523313.0
MIMIC,100,100,96.0,3.77247872E8
