Iteration,SA_T1000.0,SA_T10000.0,SA_T100000.0,SA_T1000000.0,SA_T1.0E7,SA_T1.0E8,SA_T1.0E9,SA_T1.0E10,SA_T1.0E11
719,9.879,8.350,40.328,8.405,42.780,14.685,28.833,54.841,52.537
720,9.893,8.350,41.661,8.403,42.739,14.558,28.877,55.318,52.509
721,9.962,8.352,40.760,8.349,43.271,14.400,28.794,56.344,54.237
722,9.863,8.324,40.299,8.296,42.730,14.403,28.844,54.715,51.928
723,9.870,8.342,40.219,8.304,42.735,14.480,28.775,54.394,52.864
724,9.863,8.271,40.270,8.293,42.658,14.394,29.295,54.297,51.984
725,9.860,8.368,40.366,8.420,42.658,14.405,28.770,54.181,51.906
726,9.825,8.305,40.049,8.302,41.888,14.424,28.716,57.116,51.694
727,9.772,8.302,39.949,8.361,41.288,14.409,28.939,54.169,51.703
728,9.797,8.222,39.753,8.289,41.425,14.316,28.652,49.736,51.816
729,9.625,8.209,42.887,8.288,41.147,14.401,28.898,49.758,51.880
730,9.623,8.331,39.757,8.244,41.106,14.317,28.567,51.094,51.288
731,9.551,8.214,39.939,8.239,41.101,14.309,28.659,49.963,51.022
732,9.626,8.226,39.449,8.327,41.603,14.407,28.580,52.068,51.008
733,9.538,8.234,39.491,8.315,41.106,14.332,28.284,49.774,50.961
734,9.678,8.211,39.480,8.235,40.893,14.882,28.251,49.728,51.100
735,9.535,8.206,42.092,8.257,40.675,13.010,28.291,49.533,51.704
736,9.518,8.208,39.280,8.266,40.632,12.983,28.700,47.452,52.401
737,9.561,8.238,40.406,8.232,40.354,12.890,28.267,47.525,51.182
738,9.505,8.237,39.111,8.270,39.516,14.222,28.299,46.854,49.628
739,9.418,8.206,39.106,8.231,41.880,12.915,28.038,46.960,49.380
740,9.054,8.220,35.797,8.168,39.563,12.910,28.155,46.787,51.623
741,9.035,8.228,35.766,8.167,39.431,12.893,28.401,47.208,49.327
742,9.568,8.187,35.067,8.164,39.718,12.826,28.050,46.880,52.916
743,9.032,8.315,35.108,8.173,40.238,12.799,28.387,45.879,49.319
744,9.035,8.210,34.723,8.207,39.602,12.818,29.770,45.712,48.291
745,8.960,8.187,35.160,8.160,40.085,12.802,28.038,45.374,47.564
746,8.964,8.207,34.404,8.170,39.496,12.793,27.612,46.051,47.531
747,8.988,8.197,34.485,8.240,39.122,12.801,27.538,45.337,47.167
748,8.964,8.180,34.262,8.071,39.148,12.837,27.601,45.238,46.969
749,8.981,8.196,33.797,8.071,39.059,12.770,27.585,45.223,46.946
750,8.959,8.096,33.904,8.071,38.942,12.769,27.113,44.682,46.725
751,8.958,8.098,34.162,8.796,38.941,12.685,26.414,44.435,46.706
752,8.943,8.119,33.937,7.892,39.002,12.714,26.146,43.798,46.734
753,8.944,8.091,33.801,7.905,38.984,12.827,26.397,43.541,46.694
754,8.919,8.092,34.599,7.912,38.934,12.673,25.957,43.519,46.703
755,9.061,8.117,33.782,7.890,38.937,12.666,25.764,43.988,47.115
756,8.899,8.096,33.543,7.904,39.138,12.624,27.019,43.831,46.318
757,8.912,8.122,33.407,7.830,38.546,12.611,27.197,42.460,46.325
758,8.913,8.368,33.065,7.557,38.540,12.611,25.776,42.510,46.390
759,8.758,8.006,32.902,7.559,38.609,12.559,25.774,42.305,46.307
760,8.718,7.977,32.910,7.554,38.985,12.690,25.790,41.822,45.874
761,8.725,8.003,32.833,7.478,38.475,12.764,25.768,41.883,45.938
762,8.676,8.094,33.289,7.422,38.543,12.603,25.792,41.715,45.611
763,8.664,8.022,32.973,7.422,38.439,12.604,25.926,41.355,45.632
764,8.642,7.993,32.843,7.404,38.367,12.555,25.751,41.347,45.579
765,8.642,7.985,32.832,7.406,38.518,12.559,26.463,41.738,46.108
766,8.647,7.974,32.979,7.411,38.444,12.552,25.702,39.706,45.579
767,8.764,7.969,33.033,7.377,35.757,12.550,25.543,39.678,45.428
768,8.643,7.935,32.821,7.375,36.372,12.604,25.671,40.127,47.195
769,8.514,8.208,32.809,7.374,35.789,12.472,25.525,39.652,45.432
770,8.517,7.935,32.816,7.426,35.851,12.506,25.604,39.641,45.937
771,8.533,7.877,31.227,7.382,36.338,12.471,25.528,39.556,45.502
772,9.079,7.880,31.741,7.480,35.919,12.471,25.719,39.608,44.738
773,8.513,7.900,30.715,7.351,36.360,12.460,25.707,39.872,45.106
774,8.515,7.887,30.708,7.356,35.125,12.530,25.585,38.962,45.057
775,8.576,7.873,30.606,7.417,38.383,12.528,25.524,38.956,44.785
776,8.545,7.873,30.580,7.362,35.059,12.537,25.613,38.860,43.872
777,8.540,7.871,30.120,7.376,35.773,12.469,25.108,38.967,44.343
778,8.420,7.869,30.778,7.345,35.063,12.307,24.963,38.720,43.766
779,8.419,7.909,30.120,7.330,35.202,12.307,24.897,38.697,43.716
780,8.293,7.869,30.999,7.328,34.980,12.293,24.525,38.978,43.587
781,8.293,7.843,30.090,7.414,34.694,12.374,23.802,38.948,43.394
782,8.290,7.749,30.105,7.305,36.490,12.208,23.855,38.083,43.685
783,8.386,7.879,30.056,7.300,34.557,11.821,24.071,38.088,43.606
784,8.231,7.853,29.465,7.328,34.306,11.973,23.701,38.010,43.521
785,8.287,7.750,29.603,7.298,35.074,11.837,23.691,38.583,43.746
786,8.142,7.815,29.632,7.309,34.269,11.821,23.124,38.677,43.186
787,8.137,7.755,29.497,7.293,32.779,11.705,23.140,37.772,43.184
788,8.139,7.787,29.327,7.282,32.947,11.705,22.654,37.615,43.527
789,8.141,7.803,29.426,7.282,33.217,11.706,22.709,37.627,42.296
790,8.137,7.775,29.564,7.288,32.784,11.591,21.500,37.374,41.873
791,8.142,7.758,29.335,7.279,33.684,11.666,21.802,37.769,41.879
792,8.280,7.757,29.347,8.165,32.672,11.589,21.500,37.310,43.128
793,8.114,7.749,28.777,7.289,32.672,11.455,21.240,37.292,41.876
794,8.115,7.756,28.580,7.280,32.672,11.470,21.307,36.950,41.885
795,8.117,7.586,30.003,7.287,32.799,11.495,21.159,36.408,40.808
796,8.116,7.602,28.827,7.435,32.456,11.444,21.157,36.706,40.659
797,8.116,7.588,28.393,7.294,31.953,11.455,20.998,36.410,40.329
798,8.102,7.528,28.152,7.282,31.990,11.336,20.998,36.720,40.375
799,8.066,7.539,27.976,7.340,31.791,11.559,20.957,36.737,40.203
800,8.055,7.988,28.058,7.438,31.231,11.323,20.958,36.366,40.134
801,8.245,7.541,28.292,7.281,31.280,11.337,20.473,36.291,40.133
802,8.057,7.530,27.879,7.325,31.628,11.357,20.460,36.157,39.354
803,7.948,7.528,27.320,7.269,31.407,11.318,21.817,36.197,39.267
804,7.944,7.526,27.278,7.275,31.080,11.318,21.282,34.365,38.874
805,7.956,7.527,27.578,7.246,30.933,11.258,20.390,34.349,38.260
806,7.949,7.526,27.280,7.285,30.681,11.262,20.807,34.578,38.675
807,7.895,7.581,27.243,7.192,30.457,11.274,19.789,34.893,37.945
808,7.895,7.528,27.173,7.215,30.497,11.300,19.828,34.488,37.109
809,8.000,7.535,27.268,7.112,30.553,11.451,19.792,34.310,37.418
810,7.903,7.529,27.098,7.111,31.302,11.252,19.747,34.231,36.412
811,7.912,7.521,26.965,7.090,30.288,11.258,19.747,34.038,36.412
812,7.895,7.512,26.960,7.084,30.799,11.170,19.731,33.975,36.857
813,7.898,7.505,26.896,7.104,30.295,11.181,19.695,33.192,36.546
814,7.883,7.512,26.782,7.072,30.226,11.203,19.684,32.919,36.529
815,7.897,7.529,26.694,7.032,30.511,11.172,19.685,32.969,37.168
816,7.884,7.583,26.487,7.033,30.427,11.148,19.682,33.148,35.776
817,7.883,7.548,25.961,7.045,30.370,11.115,19.694,32.919,36.334
818,7.907,7.501,25.936,7.046,30.362,11.119,19.820,32.989,35.724
819,7.829,7.527,25.933,7.028,30.472,11.247,19.463,32.919,35.980
820,7.797,7.481,26.085,7.028,30.276,11.164,19.557,32.914,35.772
821,7.761,7.540,25.827,6.998,30.746,10.973,19.352,32.982,35.843
822,7.759,7.471,25.765,7.118,29.895,10.973,19.344,32.860,35.515
823,7.928,7.468,25.666,6.943,29.986,11.031,19.601,32.074,35.492
824,7.794,7.467,25.666,6.974,29.835,10.995,19.336,32.014,35.600
825,7.795,7.460,25.647,6.967,30.165,11.109,19.336,31.939,35.509
826,7.786,7.461,26.001,6.859,30.229,10.896,19.072,31.736,35.361
827,7.699,7.466,25.663,6.881,30.225,10.816,18.675,31.725,35.293
828,7.703,7.456,25.655,6.816,29.778,10.820,18.675,31.516,35.802
829,7.699,7.481,26.106,6.796,29.902,10.859,18.916,30.954,35.339
830,7.785,7.474,25.646,6.761,29.377,10.955,18.675,31.203,35.277
831,7.712,7.549,25.221,6.768,29.563,10.904,18.938,30.770,35.481
832,7.710,7.512,25.539,6.750,29.378,10.817,18.950,31.408,35.223
833,7.720,7.454,25.175,6.737,29.483,10.872,18.763,31.098,35.251
834,7.662,7.479,24.292,6.717,29.291,10.835,19.628,30.789,34.050
835,7.663,7.427,24.414,6.726,29.296,10.999,18.683,31.292,34.102
836,7.668,7.431,24.750,6.715,29.344,10.815,18.737,31.362,32.664
837,7.704,7.477,24.347,6.651,29.486,10.858,18.591,30.825,33.009
838,7.776,7.416,24.482,6.550,29.637,10.812,18.585,30.676,33.517
839,7.664,7.446,24.132,6.549,28.731,10.774,18.724,30.826,32.236
840,7.671,7.462,24.247,6.554,28.319,10.779,19.022,30.934,32.177
841,7.668,7.409,24.130,6.549,28.330,10.556,19.096,30.645,32.233
842,7.662,7.409,24.197,6.579,28.320,10.497,18.559,30.699,32.806
843,7.660,7.401,24.889,6.603,28.328,10.404,18.218,30.980,31.729
844,7.649,7.404,24.047,6.552,28.266,10.115,18.234,30.649,31.625
845,7.859,7.376,24.126,6.575,28.205,10.126,19.180,30.812,31.532
846,7.647,7.365,24.747,6.559,28.442,10.112,18.190,30.556,31.870
847,7.645,7.310,24.024,6.547,28.205,9.230,18.197,30.517,31.535
848,7.641,7.320,24.082,6.660,26.094,9.220,18.263,30.229,31.468
849,7.674,7.321,23.960,6.550,26.347,9.299,18.188,30.012,31.410
850,7.621,7.298,23.921,6.527,26.096,9.175,17.954,30.445,31.291
851,7.618,7.338,24.110,6.521,26.381,9.396,17.939,30.001,31.301
852,7.626,7.295,23.906,6.516,26.537,9.018,17.613,30.489,31.525
853,7.618,7.428,24.122,6.516,25.765,9.009,17.404,30.113,31.421
854,7.616,7.309,23.937,6.513,25.860,9.045,16.693,30.003,30.040
855,7.612,7.348,25.876,6.509,25.917,8.992,16.713,30.044,29.692
856,7.631,7.377,23.904,6.520,25.735,8.987,16.611,30.080,29.580
857,7.617,7.299,23.757,6.457,25.701,8.891,16.593,30.062,29.068
858,7.664,7.285,23.729,6.458,25.836,8.873,16.497,29.900,29.052
859,7.703,7.285,23.704,6.476,25.700,8.914,16.361,29.898,29.067
860,7.611,7.280,23.610,6.462,25.700,8.874,15.778,29.949,29.060
861,7.636,7.304,23.624,6.463,25.947,8.847,15.628,30.046,28.423
862,7.626,7.273,23.366,6.463,25.667,9.003,15.638,29.807,29.660
863,7.617,7.243,23.283,6.457,25.245,8.852,15.527,29.630,30.646
864,7.609,7.237,23.249,6.446,26.346,8.714,15.775,29.665,28.331
865,7.530,7.266,23.270,6.444,25.262,8.656,15.364,29.596,28.364
866,7.576,7.206,22.823,6.444,25.060,8.664,15.375,29.573,28.400
867,7.491,7.205,22.775,6.445,25.324,8.704,15.372,29.651,28.741
868,7.530,7.218,22.776,6.447,25.095,8.656,15.469,30.189,28.322
869,7.489,7.206,22.519,6.468,25.173,8.650,15.376,29.632,28.187
870,7.497,7.209,22.561,6.437,25.060,8.577,15.465,29.546,27.832
871,7.469,7.225,22.603,6.471,25.458,8.606,15.385,29.535,27.915
872,7.484,7.219,22.662,6.441,25.061,8.548,15.065,30.012,28.064
873,7.519,7.201,22.246,6.432,25.219,8.859,15.066,29.494,27.983
874,7.465,7.218,21.673,6.445,24.811,8.563,15.099,29.514,27.363
875,7.470,7.140,22.325,6.396,24.852,8.577,15.068,29.619,27.727
876,7.468,7.141,21.630,6.397,24.804,8.492,14.939,31.029,26.894
877,7.498,7.139,21.274,6.407,24.642,8.477,15.195,29.516,26.754
878,7.447,7.151,21.536,6.414,24.600,8.356,14.887,29.507,26.733
879,7.447,7.120,21.392,6.372,24.554,8.393,15.050,29.169,27.090
880,7.426,7.160,21.166,6.374,24.292,8.366,14.920,29.198,26.460
881,7.290,7.125,21.108,6.288,22.138,8.344,15.364,29.216,26.475
882,7.299,7.120,21.108,6.300,22.127,8.108,14.928,29.291,26.536
883,7.323,7.096,21.283,6.327,22.130,8.125,14.953,28.925,26.626
884,7.290,7.061,21.107,6.274,21.933,8.094,14.901,28.961,26.190
885,7.232,7.061,21.110,6.261,21.563,8.088,15.166,29.022,26.182
886,7.426,7.058,21.172,6.281,21.711,8.085,15.024,28.841,26.163
887,7.240,7.063,21.219,6.267,20.987,8.166,14.791,28.854,26.152
888,7.230,7.062,21.232,6.257,20.875,8.114,14.751,28.494,26.127
889,7.230,7.063,20.759,6.228,20.893,8.095,15.204,28.485,26.619
890,7.226,7.088,20.871,6.309,21.230,8.179,14.737,28.243,26.167
891,7.251,7.066,20.821,6.235,20.800,8.167,14.749,28.279,26.209
892,7.265,7.085,21.041,6.233,20.830,8.091,14.754,27.998,26.141
893,7.226,7.051,20.775,6.231,20.673,8.074,14.743,27.990,26.114
894,7.226,7.050,20.734,6.271,20.674,8.069,14.492,28.223,26.762
895,7.198,7.057,21.012,6.177,20.699,8.087,14.508,28.006,26.300
896,7.204,7.013,20.738,6.188,20.637,8.067,14.491,27.786,26.102
897,7.199,6.931,20.676,6.178,20.644,8.064,14.564,27.784,26.025
898,7.360,6.936,20.866,6.184,20.667,8.109,14.443,27.810,25.873
899,7.300,6.931,20.905,6.112,20.638,8.064,14.544,27.750,25.577
900,7.292,6.925,20.681,6.053,20.519,7.927,14.498,27.752,25.565
901,7.206,7.032,20.601,6.030,20.037,7.923,14.470,27.619,25.555
902,7.199,6.925,21.006,6.029,20.172,7.922,14.399,27.633,25.537
903,7.192,6.925,20.659,6.028,20.032,7.920,14.401,27.871,25.682
904,7.196,6.922,20.321,6.035,20.387,7.992,14.795,27.478,25.533
905,7.193,6.920,20.242,6.029,20.857,7.895,14.463,27.504,25.016
906,7.192,6.983,20.258,6.033,20.105,7.828,14.399,27.538,25.575
907,7.139,6.851,20.183,6.029,20.286,7.677,14.543,27.478,25.016
908,7.143,6.851,20.194,6.012,20.103,7.679,13.644,27.361,25.099
909,7.151,6.856,19.790,6.004,20.027,7.658,13.551,27.470,27.659
910,7.148,6.859,19.918,6.053,20.042,7.663,13.546,27.433,24.997
911,7.112,6.853,20.147,6.071,20.467,7.664,13.547,27.374,24.965
912,7.124,6.830,19.835,5.995,20.030,7.648,13.621,27.334,24.964
913,7.241,6.836,20.178,5.993,20.070,7.686,13.439,27.272,24.751
914,7.111,6.694,19.626,5.983,20.194,7.666,13.830,27.268,24.464
915,7.076,6.693,19.632,6.003,20.002,7.670,13.423,27.285,24.907
916,7.097,6.696,19.656,5.947,19.999,7.649,13.414,27.743,24.504
917,7.103,6.695,19.483,5.946,18.847,7.646,13.421,27.303,24.462
918,7.070,6.693,19.444,5.943,19.516,7.709,13.445,27.243,24.474
919,7.125,6.764,19.382,5.957,18.853,7.898,13.414,27.153,24.486
920,7.141,6.682,19.029,5.928,18.584,7.646,13.433,27.153,24.058
921,7.071,6.684,19.084,5.923,18.438,7.653,13.470,26.505,24.052
922,7.069,6.647,18.934,5.890,18.433,7.601,13.487,26.621,24.516
923,7.078,6.649,18.916,5.834,18.386,7.579,13.580,28.167,24.097
924,7.077,6.648,19.152,5.802,18.645,7.593,13.397,26.342,23.738
925,7.077,6.631,19.001,5.750,18.343,7.579,13.397,26.211,24.510
926,7.084,6.618,18.916,5.750,18.376,7.673,13.406,26.015,23.724
927,7.049,6.611,18.916,5.765,18.341,7.567,13.409,26.428,23.716
928,7.010,6.618,18.948,5.753,18.332,7.568,13.301,25.984,23.635
929,7.014,6.602,18.877,5.751,18.347,7.567,13.267,25.958,23.549
930,7.010,6.613,18.804,5.767,19.587,7.608,13.225,25.838,23.038
931,7.081,6.616,18.906,5.746,17.778,7.555,13.263,25.596,22.772
932,7.005,6.583,19.819,5.746,17.750,7.590,13.413,25.464,22.768
933,6.987,6.583,18.748,5.754,17.695,7.583,12.970,25.592,22.698
934,6.935,6.583,18.721,5.816,17.391,7.464,13.379,25.483,22.709
935,6.950,6.603,18.669,5.770,17.332,7.462,12.970,25.541,22.830
936,6.984,6.548,18.660,5.745,16.990,7.503,13.036,25.054,22.878
937,6.875,6.657,18.662,5.746,17.034,7.474,13.119,25.048,22.694
938,6.869,6.565,18.646,5.759,17.137,7.493,12.885,25.001,22.658
939,6.887,6.550,18.621,5.808,16.989,7.263,12.844,24.554,22.657
940,6.847,6.561,18.886,5.763,16.989,7.263,12.863,24.541,22.655
941,6.876,6.551,18.754,5.813,17.195,7.267,12.842,24.405,22.765
942,6.832,6.656,18.325,5.728,16.908,7.264,12.934,24.405,22.585
943,6.818,6.576,18.257,5.728,16.908,7.265,12.862,24.249,22.499
944,6.723,6.512,18.256,5.730,16.819,7.255,12.774,24.309,22.560
945,6.695,6.568,18.136,5.748,16.819,7.322,13.285,24.415,23.557
946,6.691,6.314,18.262,5.728,17.614,7.231,12.837,24.056,22.492
947,6.691,6.314,18.120,5.689,16.634,7.259,12.835,24.349,22.413
948,6.690,6.314,18.138,5.661,16.642,7.218,12.677,23.858,20.296
949,6.727,6.226,18.119,5.673,16.621,7.218,12.772,23.810,20.150
950,6.730,6.226,18.121,5.713,16.593,7.161,12.655,23.817,19.980
951,6.696,6.215,18.076,5.662,16.594,7.231,12.666,24.177,20.028
952,6.696,6.217,18.008,5.661,16.679,7.173,12.652,23.891,19.977
953,6.690,6.135,17.953,5.644,16.630,7.135,12.687,24.360,19.196
954,6.691,6.134,17.955,5.644,16.697,7.138,13.083,24.155,18.987
955,6.710,6.134,17.946,5.624,16.816,7.120,12.660,23.357,19.011
956,6.687,6.132,17.970,5.625,16.583,7.126,12.616,23.681,19.010
957,6.892,6.351,18.058,5.626,16.727,7.104,12.538,23.263,18.912
958,6.711,6.026,17.896,5.593,16.576,7.086,12.504,23.292,18.212
959,6.603,6.060,18.012,5.572,16.420,7.087,12.672,23.283,18.211
960,6.603,6.027,18.290,5.577,16.513,7.066,12.538,23.730,18.184
961,6.599,5.972,17.750,5.574,16.475,7.054,12.998,23.262,18.210
962,6.606,5.971,17.622,5.572,16.288,7.080,12.444,23.261,18.126
963,6.596,5.955,17.530,5.618,16.279,7.119,12.531,22.644,18.119
964,6.598,5.966,17.500,5.604,16.275,7.129,12.568,22.341,17.404
965,6.659,5.950,17.540,5.578,17.048,7.063,12.519,22.543,17.608
966,6.603,5.923,17.501,5.594,16.442,7.071,12.434,22.345,17.375
967,6.618,5.865,17.489,5.587,16.273,7.042,12.174,22.346,17.534
968,6.665,5.889,17.322,5.573,16.359,6.987,12.193,22.312,17.377
969,6.609,5.892,17.628,5.574,16.307,6.990,12.175,22.312,17.367
970,6.596,5.866,17.309,5.574,16.282,6.988,12.204,22.469,17.338
971,6.602,5.865,17.291,5.532,16.297,6.904,12.153,22.308,17.272
972,6.619,5.880,17.154,5.754,15.907,6.672,12.204,22.102,17.997
973,6.626,5.897,16.913,5.529,15.894,6.673,12.182,22.171,17.245
974,6.596,5.868,16.875,5.541,15.807,6.763,12.167,22.118,17.162
975,6.597,5.865,16.842,5.528,15.783,6.680,12.152,22.022,17.161
976,6.598,5.719,17.077,5.535,15.791,6.641,12.185,22.015,17.084
977,6.606,5.710,16.895,5.552,15.783,6.761,12.279,22.009,16.397
978,6.587,5.696,17.326,5.545,15.779,6.651,12.680,21.888,16.518
979,6.586,5.699,16.843,5.539,15.704,6.620,12.066,21.910,16.385
980,6.589,5.697,16.982,5.590,15.724,6.591,12.128,21.876,16.488
981,6.581,5.751,17.147,5.553,15.580,6.587,12.038,21.690,16.262
982,6.559,5.703,16.842,5.529,15.581,6.745,12.098,21.948,16.125
983,6.575,5.714,16.942,5.541,15.607,6.587,12.144,21.521,16.199
984,6.566,5.719,16.829,5.541,15.568,6.577,12.195,21.516,16.125
985,6.438,5.696,16.738,5.621,15.598,6.613,12.041,21.473,16.082
986,6.443,5.716,16.738,5.514,15.581,6.674,12.069,21.483,16.123
987,6.880,5.691,16.777,5.537,15.553,6.577,12.053,21.653,16.109
988,6.344,5.816,16.633,5.492,15.601,6.575,12.033,21.506,16.331
989,6.313,5.693,16.626,5.494,15.716,6.577,12.034,21.475,15.925
990,6.332,5.695,16.580,5.466,15.565,6.566,11.946,21.477,15.925
991,6.390,5.698,16.557,5.492,15.539,6.567,11.936,21.483,15.987
992,6.310,5.690,16.889,5.467,15.585,6.554,11.910,21.479,16.017
993,6.326,5.713,16.595,5.471,15.316,6.556,11.908,21.493,15.957
994,6.323,5.689,16.586,5.466,15.265,6.568,11.928,21.650,15.963
995,6.340,5.694,16.576,5.463,15.434,6.554,11.930,21.582,15.923
996,6.307,5.687,16.558,5.466,15.140,6.586,11.925,21.481,15.916
997,6.262,5.688,16.327,5.406,15.388,6.537,11.744,21.486,15.579
998,6.314,5.673,16.318,5.411,15.114,6.531,11.712,21.485,15.595
999,6.321,5.773,16.354,5.411,15.139,6.539,11.580,21.471,15.604
