Algorithm,Iteration,NumberOfPoints,Evaluation,TrainingTime
SA,200,60,0.0809958436119961,2585596.0
GA,200,60,0.12462544352251892,1.62024476E8
MIMIC,200,60,0.0738230511305463,1.0195026363E10
RHC,200,80,0.06198385669059883,1992858.0
SA,200,80,0.06412028524186719,2460746.0
GA,200,80,0.11388427972679244,1.82931368E8
MIMIC,200,80,0.055394277128795744,2.9845046232E10
RHC,400,10,0.3119112349649125,736097.0
SA,400,10,0.3931752183442292,2085805.0
GA,400,10,0.37998264483984034,5.5433748E7
MIMIC,400,10,0.3769780228662131,1.80911334E8
RHC,400,20,0.20526183063091125,1159481.0
SA,400,20,0.20634613227592075,2562359.0
GA,400,20,0.22848870183426367,9.637162E7
MIMIC,400,20,0.17321216051040622,6.69374223E8
RHC,400,40,0.11757011500007146,2065719.0
SA,400,40,0.1262762671177851,3428031.0
GA,400,40,0.17270187075748086,1.73257342E8
MIMIC,400,40,0.11140366211301918,5.510509963E9
RHC,400,60,0.09291987187674379,6429133.0
SA,400,60,0.09707464799974837,9387306.0
GA,400,60,0.12444184939332116,4.09023078E8
MIMIC,400,60,0.08483369542767696,2.3151084631E10
RHC,400,80,0.07139816411512254,8435382.0
SA,400,80,0.06461884269246294,1.1477838E7
GA,400,80,0.10185782628013212,5.11444558E8
MIMIC,400,80,0.06169255169178944,6.3977622489E10
RHC,10,10,0.314611630564268,26388.0
SA,10,10,0.16824218480478356,29538.0
GA,10,10,0.3397063623819309,1754581.0
MIMIC,10,10,0.26210890264167896,5324790.0
RHC,10,20,0.14950937813416496,32689.0
SA,10,20,0.13216991968326985,37416.0
GA,10,20,0.2210824436887874,3000315.0
MIMIC,10,20,0.1562686110767223,1.982618E7
RHC,10,40,0.06665884134785008,57501.0
SA,10,40,0.04455956948557786,61439.0
GA,10,40,0.11850623945626695,6032531.0
MIMIC,10,40,0.05922144315893367,1.30674378E8
RHC,10,60,0.0448171893502107,83101.0
SA,10,60,0.029905951963053918,86646.0
GA,10,60,0.0698486212037738,9351467.0
MIMIC,10,60,0.04049393135562326,5.39707302E8
RHC,10,80,0.03617427625899383,234338.0
SA,10,80,0.024212279779457748,234732.0
GA,10,80,0.05461180058694779,2.7942548E7
MIMIC,10,80,0.03383407225274881,1.610406893E9
RHC,30,10,0.36006996352745574,63015.0
SA,30,10,0.2632433454957809,79163.0
GA,30,10,0.360517723306387,4833271.0
MIMIC,30,10,0.24579082814255127,1.399963E7
RHC,30,20,0.2110308117147204,93736.0
SA,30,20,0.11223137564936711,109096.0
GA,30,20,0.2250922218502585,8386939.0
MIMIC,30,20,0.18017608261065568,5.3338096E7
RHC,30,40,0.09963257505729924,161871.0
SA,30,40,0.05079936030075817,176049.0
GA,30,40,0.1602250165135997,1.6584439E7
MIMIC,30,40,0.08574713340502824,3.58250885E8
RHC,30,60,0.05184377007469756,232763.0
SA,30,60,0.03349724592116199,247729.0
GA,30,60,0.09990126262037259,2.6499104E7
MIMIC,30,60,0.05155805468961356,1.606370766E9
RHC,30,80,0.03921148193157259,302473.0
SA,30,80,0.0221190507854122,317833.0
GA,30,80,0.07239012362799614,3.6321609E7
MIMIC,30,80,0.034837533669825206,5.063933327E9
RHC,60,10,0.33661027029705326,117366.0
SA,60,10,0.1935385620819673,155175.0
GA,60,10,0.33661027029705326,9165178.0
MIMIC,60,10,0.2807298923200925,2.6781491E7
RHC,60,20,0.19245479062642876,182350.0
SA,60,20,0.11136817299722246,217009.0
GA,60,20,0.23950036342308043,1.5831406E7
MIMIC,60,20,0.17019783362951169,1.06515504E8
RHC,60,40,0.10800552076805804,314683.0
SA,60,40,0.052940802109984864,345796.0
GA,60,40,0.15896947487199753,3.1444621E7
MIMIC,60,40,0.10436600887168641,6.86032704E8
RHC,60,60,0.06565506990186169,456467.0
SA,60,60,0.03131788151031528,489550.0
GA,60,60,0.1497966502423737,4.7739977E7
MIMIC,60,60,0.058765319378686315,3.138337823E9
RHC,60,80,0.0432309511119932,655359.0
SA,60,80,0.022434125835844147,690018.0
GA,60,80,0.08332319109093,7.413038E7
MIMIC,60,80,0.04363429930667451,9.979950904E9
RHC,100,10,0.3204156341521576,192196.0
SA,100,10,0.3204156341521576,317046.0
GA,100,10,0.3204156341521576,1.4022867E7
MIMIC,100,10,0.2888662775226673,4.4022076E7
RHC,100,20,0.21359289951151342,296960.0
SA,100,20,0.21033698842185247,419839.0
GA,100,20,0.24622998662849574,2.4906392E7
MIMIC,100,20,0.18531885081363067,1.73438905E8
RHC,100,40,0.13898810589953137,521845.0
SA,100,40,0.09371321510215742,631335.0
GA,100,40,0.1790560547809842,4.6186651E7
MIMIC,100,40,0.10847313549289485,1.702473782E9
RHC,100,60,0.06718922575345147,1221315.0
SA,100,60,0.053517869937862915,1382003.0
GA,100,60,0.13718201969857247,1.11691026E8
MIMIC,100,60,0.06613814107486618,4.992910782E9
RHC,100,80,0.050885000202620746,996035.0
SA,100,80,0.04260433944968172,1085044.0
GA,100,80,0.10332650820317131,1.08190134E8
MIMIC,100,80,0.04363313088918288,1.4253245779E10
RHC,200,10,0.3407961209065277,372578.0
SA,200,10,0.3407961209065277,913721.0
GA,200,10,0.3407961209065278,2.723402E7
MIMIC,200,10,0.32690012764569537,8.76763E7
RHC,200,20,0.1961064817182478,584467.0
SA,200,20,0.19381859596248216,1136244.0
GA,200,20,0.2500782467924805,4.8254339E7
MIMIC,200,20,0.19856573761351395,3.3110233E8
RHC,200,40,0.1262647288061494,1039358.0
SA,200,40,0.12141627896823129,1546237.0
GA,200,40,0.14776309159144183,8.8881074E7
MIMIC,200,40,0.13378929475766577,2.802246652E9
RHC,200,60,0.07318587897754299,1497007.0
SA,200,60,0.07838870870254067,1995221.0
GA,200,60,0.1264931313797878,1.44474722E8
MIMIC,200,60,0.06024140349640311,9.887005739E9
RHC,200,80,0.06365407274495867,2004674.0
SA,200,80,0.05847934813446097,2461534.0
GA,200,80,0.1064280458505728,1.89852414E8
MIMIC,200,80,0.0570703437948403,3.1798405083E10
RHC,400,10,0.3344998629431896,734522.0
SA,400,10,0.3344998629431896,2097227.0
GA,400,10,0.32597915053220516,6.6697728E7
MIMIC,400,10,0.3327225465659236,1.74201784E8
RHC,400,20,0.20880533915257724,1175629.0
SA,400,20,0.1843754492713738,2547786.0
GA,400,20,0.2373844577181634,9.4922269E7
MIMIC,400,20,0.2241522632412654,6.65675227E8
RHC,400,40,0.12018282761489496,2055479.0
SA,400,40,0.1121579663722137,3481987.0
GA,400,40,0.1705245521904896,1.9544502E8
MIMIC,400,40,0.1331791290036952,5.45356503E9
RHC,400,60,0.1022077441655075,2968807.0
SA,400,60,0.09818956709071484,4353567.0
GA,400,60,0.11049010811218508,2.86333917E8
MIMIC,400,60,0.0925665236754709,2.1879970084E10
RHC,400,80,0.06799177216654989,3913248.0
SA,400,80,0.06786897372062324,5316914.0
GA,400,80,0.12089363360544349,3.74673453E8
MIMIC,400,80,0.058229761548788624,6.1644762821E10
RHC,10,10,0.26675684468357364,25994.0
SA,10,10,0.19869660007200798,29538.0
GA,10,10,0.31426578882861245,1682902.0
MIMIC,10,10,0.2379449535838499,5262169.0
RHC,10,20,0.15534699298106855,32689.0
SA,10,20,0.0862158934988136,37415.0
GA,10,20,0.2043795157193526,3012917.0
MIMIC,10,20,0.17118459977908024,2.0422068E7
RHC,10,40,0.07565130180854379,57895.0
SA,10,40,0.05059683759808222,60259.0
GA,10,40,0.1069848643903402,6003386.0
MIMIC,10,40,0.07053682221563165,1.3087839E8
RHC,10,60,0.0462552987724377,83496.0
SA,10,60,0.032850034823804976,86253.0
GA,10,60,0.07979325866310438,9349103.0
MIMIC,10,60,0.03972632640908153,5.0332189E8
RHC,10,80,0.03132342921378009,109489.0
SA,10,80,0.023099071530790147,110670.0
GA,10,80,0.05274778073699126,1.2936248E7
MIMIC,10,80,0.029115578091041476,1.404338681E9
RHC,30,10,0.44489680889695604,63803.0
SA,30,10,0.2315819170870512,78769.0
GA,30,10,0.45977296885482977,4780102.0
MIMIC,30,10,0.43711684421041025,1.3675496E7
RHC,30,20,0.20220472789814978,92554.0
SA,30,20,0.09402705514074697,110277.0
GA,30,20,0.27469467952223275,8185290.0
MIMIC,30,20,0.17143445636523066,5.3146293E7
RHC,30,40,0.10193321131108828,163840.0
SA,30,40,0.047318741070763434,175262.0
GA,30,40,0.13381463808384014,1.6625398E7
MIMIC,30,40,0.06974145606100055,3.5537857E8
RHC,30,60,0.05132032148573477,233944.0
SA,30,60,0.03125959977986945,249304.0
GA,30,60,0.10180624738557266,2.6539276E7
MIMIC,30,60,0.05000226293519809,1.55112882E9
RHC,30,80,0.041180030336311346,522239.0
SA,30,80,0.024152265865028926,550596.0
GA,30,80,0.08625937010251096,6.0196521E7
MIMIC,30,80,0.03377848530929599,4.644988887E9
RHC,60,10,0.3464718830454234,118941.0
SA,60,10,0.23559237625278098,151236.0
GA,60,10,0.35498120923849175,8695320.0
MIMIC,60,10,0.3611426210156417,2.692485E7
RHC,60,20,0.212639003492011,179987.0
SA,60,20,0.1040239058042507,215433.0
GA,60,20,0.23969505605844452,1.5394631E7
MIMIC,60,20,0.1821642522275902,1.02764126E8
RHC,60,40,0.09622081957237509,317439.0
SA,60,40,0.04839019601200228,346584.0
GA,60,40,0.13691652739118776,3.1338283E7
MIMIC,60,40,0.09448899376771139,6.91934872E8
RHC,60,60,0.07479749015098927,460011.0
SA,60,60,0.031998634144334064,485611.0
GA,60,60,0.12867759516760238,4.7562352E7
MIMIC,60,60,0.06883572741246384,2.697928413E9
RHC,60,80,0.0509289876557066,604553.0
SA,60,80,0.022748292068339587,625820.0
GA,60,80,0.10968700055887197,6.5634346E7
MIMIC,60,80,0.040311182692173854,9.136742748E9
RHC,100,10,0.44027262702326736,411175.0
SA,100,10,0.44027262702326747,693168.0
GA,100,10,0.44027262702326747,3.1472584E7
MIMIC,100,10,0.40426055977685227,9.0055914E7
RHC,100,20,0.20013749027646635,592344.0
SA,100,20,0.18251801958730454,834558.0
GA,100,20,0.24181138330769414,4.4641201E7
MIMIC,100,20,0.1467245391529169,2.50625919E8
RHC,100,40,0.12007122359467107,640787.0
SA,100,40,0.08407599026981383,773119.0
GA,100,40,0.16852913118207097,6.0916864E7
MIMIC,100,40,0.10519867318899666,1.387402538E9
RHC,100,60,0.07215170747901642,752639.0
SA,100,60,0.06273450977588647,860552.0
GA,100,60,0.1243493603555719,7.7835678E7
MIMIC,100,60,0.07585865859396031,4.441492485E9
RHC,100,80,0.052448118091016696,1014152.0
SA,100,80,0.03902913773726376,1075986.0
GA,100,80,0.11354412798269913,9.9275837E7
MIMIC,100,80,0.04360140838876157,1.7033869528E10
RHC,200,10,0.3368175791715997,369033.0
SA,200,10,0.33681757917159966,947986.0
GA,200,10,0.3368175791715997,2.9611665E7
MIMIC,200,10,0.3060431395561713,8.8920064E7
RHC,200,20,0.2075102177528785,585254.0
SA,200,20,0.21481544135897035,1173266.0
GA,200,20,0.2167075824264369,4.9507555E7
MIMIC,200,20,0.1930758727636666,5.57375603E8
RHC,200,40,0.12475981382546036,1346557.0
SA,200,40,0.12583953358540007,2028305.0
GA,200,40,0.15819155828989298,1.13899712E8
MIMIC,200,40,0.11881511153772754,2.777797514E9
RHC,200,60,0.08903206754865879,1505671.0
SA,200,60,0.08166865309720782,2050359.0
GA,200,60,0.11973464175195918,1.38864394E8
MIMIC,200,60,0.07304807457121587,1.0630656457E10
RHC,200,80,0.06151428922633928,1980649.0
SA,200,80,0.05189201024048658,2451688.0
GA,200,80,0.10830083616053506,1.94396603E8
MIMIC,200,80,0.052490075897451534,2.8868434744E10
RHC,400,10,0.34274055268120757,1591530.0
SA,400,10,0.34274055268120757,4552065.0
GA,400,10,0.3427405526812076,1.15505026E8
MIMIC,400,10,0.27576471628995475,3.10560139E8
RHC,400,20,0.20339606570625604,1679357.0
SA,400,20,0.2005438905634915,3690726.0
GA,400,20,0.24522945249868444,1.33004368E8
MIMIC,400,20,0.19393279069764122,6.89137782E8
RHC,400,40,0.13082417626373435,2051541.0
SA,400,40,0.13221713265119636,3447329.0
GA,400,40,0.18086105443555792,1.71318441E8
MIMIC,400,40,0.10545606047317566,4.994416059E9
RHC,400,60,0.1023740631431769,3219687.0
SA,400,60,0.09684430981468482,4694637.0
GA,400,60,0.1482463416171846,2.63439681E8
MIMIC,400,60,0.08540887353045402,1.9805347397E10
RHC,400,80,0.0644192353877007,3147613.0
SA,400,80,0.06503186594911439,4223599.0
GA,400,80,0.10959976412924027,3.05703237E8
MIMIC,400,80,0.05755580054601705,5.9630315387E10
RHC,10,10,0.3162618800934164,30720.0
SA,10,10,0.23363785791686642,35446.0
GA,10,10,0.34856824976936385,2119283.0
MIMIC,10,10,0.2672694454031803,6438979.0
RHC,10,20,0.1896420857325003,39779.0
SA,10,20,0.09059828610485614,46080.0
GA,10,20,0.23634539657407358,3716720.0
MIMIC,10,20,0.1758275548960341,2.3982038E7
RHC,10,40,0.07789248102566332,64591.0
SA,10,40,0.048525525549667256,68923.0
GA,10,40,0.11890011892662633,6789502.0
MIMIC,10,40,0.0868242571191594,1.40785965E8
RHC,10,60,0.04752839501004953,87433.0
SA,10,60,0.037766443787043254,88615.0
GA,10,60,0.07971190957790691,9761854.0
MIMIC,10,60,0.051841217608304076,5.57165684E8
RHC,10,80,0.03574346685589911,138634.0
SA,10,80,0.02609646272261387,142573.0
GA,10,80,0.05822813626505267,1.6790813E7
MIMIC,10,80,0.03243684290220733,1.886555179E9
RHC,30,10,0.32368130862584443,63409.0
SA,30,10,0.2580577210473169,79163.0
GA,30,10,0.3535514722847818,4724570.0
MIMIC,30,10,0.28615022716490796,1.388384E7
RHC,30,20,0.180442784749693,92553.0
SA,30,20,0.08769213761819095,110276.0
GA,30,20,0.24129160439761574,8419628.0
MIMIC,30,20,0.162077146747338,5.2832398E7
RHC,30,40,0.08597730742913673,163052.0
SA,30,40,0.043261080094351284,178412.0
GA,30,40,0.13670183230362595,1.671874E7
MIMIC,30,40,0.08036728105462634,3.57825925E8
RHC,30,60,0.05531393976643378,233550.0
SA,30,60,0.030490168042037705,249304.0
GA,30,60,0.10349627998675762,2.6456175E7
MIMIC,30,60,0.051297253550946345,1.37462501E9
RHC,30,80,0.03663404041693844,299716.0
SA,30,80,0.021692113156531936,319802.0
GA,30,80,0.06963418431495284,3.5991961E7
MIMIC,30,80,0.035277840149427975,3.421104287E9
RHC,60,10,0.28427996489839985,128393.0
SA,60,10,0.18104903737049027,152812.0
GA,60,10,0.283046123342977,9536967.0
MIMIC,60,10,0.22758663426119086,3.5038067E7
RHC,60,20,0.19269753735012207,183532.0
SA,60,20,0.09917737212554682,211102.0
GA,60,20,0.246026782728912,1.4315888E7
MIMIC,60,20,0.19337721421389814,1.37469788E8
RHC,60,40,0.09921022716057969,268996.0
SA,60,40,0.040915041070162673,302473.0
GA,60,40,0.16291175382267672,2.593945E7
MIMIC,60,40,0.09258646914276861,5.76076566E8
RHC,60,60,0.06537412416352431,400540.0
SA,60,60,0.034782230602158584,396997.0
GA,60,60,0.1324020905773546,3.9523573E7
MIMIC,60,60,0.05506289199841337,3.268867265E9
RHC,60,80,0.04719295315227046,660873.0
SA,60,80,0.025633747259007265,677020.0
GA,60,80,0.09454100585803814,7.142663E7
MIMIC,60,80,0.04394814525707248,8.769650821E9
RHC,100,10,0.3182355260969687,193378.0
SA,100,10,0.3182355260969687,315077.0
GA,100,10,0.30286305425662524,1.3979151E7
MIMIC,100,10,0.31823552609696865,4.4248931E7
RHC,100,20,0.209893849556724,296171.0
SA,100,20,0.19364226957353242,424172.0
GA,100,20,0.2572303609576592,2.5133641E7
MIMIC,100,20,0.19420102664266925,1.67643863E8
RHC,100,40,0.12488271870445883,518301.0
SA,100,40,0.10122073485690786,641181.0
GA,100,40,0.17380924629862693,4.9909278E7
MIMIC,100,40,0.08141942144155666,1.140938778E9
RHC,100,60,0.07100114630363727,749882.0
SA,100,60,0.054796852616534414,862522.0
GA,100,60,0.15712148766277748,7.0687382E7
MIMIC,100,60,0.05996795493972697,4.403684897E9
RHC,100,80,0.05089079756957109,994460.0
SA,100,80,0.038282555418893305,1103949.0
GA,100,80,0.10237579475088034,1.05799098E8
MIMIC,100,80,0.046524814883390844,1.7600755711E10
RHC,200,10,0.3702311261333624,797931.0
SA,200,10,0.3702311261333624,2042089.0
GA,200,10,0.36780366239103524,5.7929547E7
MIMIC,200,10,0.3282936261800348,1.68075517E8
RHC,200,20,0.20967701423748347,954682.0
SA,200,20,0.2048921909737531,1822323.0
GA,200,20,0.2175548262752708,7.8531208E7
MIMIC,200,20,0.19429185997660137,4.07826182E8
RHC,200,40,0.11368379902530196,1032269.0
SA,200,40,0.10946550765277355,1585622.0
GA,200,40,0.14836154981696048,9.1464305E7
MIMIC,200,40,0.0958368575700692,3.691440203E9
RHC,200,60,0.08178159486048388,2210261.0
SA,200,60,0.0820992628395836,2884524.0
GA,200,60,0.13112815764089647,1.73919397E8
MIMIC,200,60,0.07235694187020866,1.1283481689E10
RHC,200,80,0.06340986759483738,3047182.0
SA,200,80,0.0607431381254521,3743107.0
GA,200,80,0.10517006888951633,2.45561066E8
MIMIC,200,80,0.05979078064831981,2.945537987E10
RHC,400,10,0.3152074503645699,737673.0
SA,400,10,0.3030453805014597,2096439.0
GA,400,10,0.30389247372752826,6.1650598E7
MIMIC,400,10,0.31478439530805624,1.80157908E8
RHC,400,20,0.22468686707005514,1158299.0
SA,400,20,0.2153407625698305,2537152.0
GA,400,20,0.22468329452200086,9.8959972E7
MIMIC,400,20,0.18347128779897673,6.6629317E8
RHC,400,40,0.12503000879356,2097621.0
SA,400,40,0.16045225816893469,3428031.0
GA,400,40,0.170895218591812,1.78248151E8
MIMIC,400,40,0.12122814090249057,5.906270295E9
RHC,400,60,0.11194789265115691,6423225.0
SA,400,60,0.10263655025459582,9346346.0
GA,400,60,0.14472022931408773,4.81248427E8
MIMIC,400,60,0.08216967934312815,2.4281973654E10
RHC,400,80,0.06348014903373549,4632016.0
SA,400,80,0.06798978711057996,6295620.0
GA,400,80,0.12165077042404258,4.04660452E8
MIMIC,400,80,0.06348583045428449,6.0295627882E10
RHC,10,10,0.2986461114085812,26782.0
SA,10,10,0.26562869094991565,29539.0
GA,10,10,0.34389442683425436,1721498.0
MIMIC,10,10,0.3321460724465988,5279499.0
RHC,10,20,0.17710694116166453,32295.0
SA,10,20,0.08531048318083276,37809.0
GA,10,20,0.2289710932776334,2971958.0
MIMIC,10,20,0.12850532712948395,2.0162919E7
RHC,10,40,0.06535646693254829,59864.0
SA,10,40,0.044411425547250964,60652.0
GA,10,40,0.1087045448993263,6005749.0
MIMIC,10,40,0.06281995944913768,1.34794789E8
RHC,10,60,0.05550378145639092,83495.0
SA,10,60,0.03321635142449408,84283.0
GA,10,60,0.07662832072343546,9396759.0
MIMIC,10,60,0.05490807904369608,5.0479684E8
RHC,10,80,0.031996910537533584,107126.0
SA,10,80,0.022497548713626647,114609.0
GA,10,80,0.05567332550016149,1.2757836E7
MIMIC,10,80,0.029997783564008375,1.4032623E9
RHC,30,10,0.3695568827819791,63016.0
SA,30,10,0.16847621652503084,77982.0
GA,30,10,0.3672585842780749,4624534.0
MIMIC,30,10,0.30303679576424797,1.4033107E7
RHC,30,20,0.22636954031370288,91372.0
SA,30,20,0.10765762535509993,109489.0
GA,30,20,0.2389633185877923,8414114.0
MIMIC,30,20,0.17768154785033535,5.3278232E7
RHC,30,40,0.0966291763934264,163052.0
SA,30,40,0.054868988576185954,177231.0
GA,30,40,0.17394916472344285,1.6553324E7
MIMIC,30,40,0.09822802820698275,3.58578171E8
RHC,30,60,0.050966297804074766,234338.0
SA,30,60,0.031240976532474235,246941.0
GA,30,60,0.09607553096745795,2.6219867E7
MIMIC,30,60,0.047590808116256086,1.372844435E9
RHC,30,80,0.04041153751888393,313108.0
SA,30,80,0.021448318158916773,329255.0
GA,30,80,0.0719590470352988,3.6175493E7
MIMIC,30,80,0.03390436055451385,4.694409797E9
RHC,60,10,0.32920371280619143,235914.0
SA,60,10,0.24207944743081156,305624.0
GA,60,10,0.38411663031822363,1.7122037E7
MIMIC,60,10,0.3129777677309671,5.3961947E7
RHC,60,20,0.19342950594638555,358793.0
SA,60,20,0.08607605979226085,432443.0
GA,60,20,0.2747816270419834,2.6974475E7
MIMIC,60,20,0.1883509036690369,1.62790111E8
RHC,60,40,0.11097780199095451,432443.0
SA,60,40,0.05236155923901098,473009.0
GA,60,40,0.16440073343847408,4.2239138E7
MIMIC,60,40,0.07970785744654192,1.083100209E9
RHC,60,60,0.06419493898933427,840072.0
SA,60,60,0.03116333762585487,898361.0
GA,60,60,0.11906280973226435,7.81094E7
MIMIC,60,60,0.0567663062578754,3.411510606E9
RHC,60,80,0.04362093621545076,872762.0
SA,60,80,0.023991500952478127,896392.0
GA,60,80,0.10420756952417119,9.3227945E7
MIMIC,60,80,0.04072911551506084,9.765943948E9
RHC,100,10,0.30409209795618203,411174.0
SA,100,10,0.35579572765701534,690017.0
GA,100,10,0.34150776191202403,2.9734544E7
MIMIC,100,10,0.32987125471362877,8.0034911E7
RHC,100,20,0.2282083135736962,481673.0
SA,100,20,0.1824547988909331,673870.0
GA,100,20,0.22716595732727843,4.0792937E7
MIMIC,100,20,0.15962142182060637,2.3417972E8
RHC,100,40,0.09807143538714438,617549.0
SA,100,40,0.08451379060883335,740035.0
GA,100,40,0.1595331928652396,5.4428655E7
MIMIC,100,40,0.08675667447541346,1.198244474E9
RHC,100,60,0.07074671674091115,1632489.0
SA,100,60,0.0537619916925723,1825080.0
GA,100,60,0.12865613699682207,1.60179704E8
MIMIC,100,60,0.05774731654405938,5.500617352E9
RHC,100,80,0.05785799715711077,1287481.0
SA,100,80,0.04506099647857708,1422570.0
GA,100,80,0.11968663444456601,1.30529836E8
MIMIC,100,80,0.04886515267832574,1.6527531569E10
RHC,200,10,0.3231159931302326,606522.0
SA,200,10,0.31342148154719685,1476527.0
GA,200,10,0.32311599313023265,4.8090105E7
MIMIC,200,10,0.3231159931302326,1.20185485E8
RHC,200,20,0.18886895197200806,767999.0
SA,200,20,0.19005161676292254,1465892.0
GA,200,20,0.22001342765424928,6.3346497E7
MIMIC,200,20,0.15492077078342611,3.54156862E8
RHC,200,40,0.12716073746022744,1033057.0
SA,200,40,0.11906403287110376,1564748.0
GA,200,40,0.15174301328800743,9.0711273E7
MIMIC,200,40,0.0994970974779567,3.17613714E9
RHC,200,60,0.08059866293989909,1496219.0
SA,200,60,0.06978251208441258,2010974.0
GA,200,60,0.12256483910396268,1.4711073E8
MIMIC,200,60,0.06876577720644146,9.238946825E9
RHC,200,80,0.061571073750132085,1967652.0
SA,200,80,0.0554951654311843,2497374.0
GA,200,80,0.11256477221232816,1.87210105E8
MIMIC,200,80,0.05308545719673856,3.3216074644E10
RHC,400,10,0.3010504947483937,742005.0
SA,400,10,0.297584825829097,2083443.0
GA,400,10,0.2959885867839183,6.1775841E7
MIMIC,400,10,0.2975848258290971,1.80110253E8
RHC,400,20,0.20862359411097017,1159875.0
SA,400,20,0.22774943586418142,2553301.0
GA,400,20,0.2290662717446062,1.01407722E8
MIMIC,400,20,0.20787926045914532,6.67409722E8
RHC,400,40,0.13068602446494357,2016882.0
SA,400,40,0.12695458816126182,3437877.0
GA,400,40,0.16284861254954436,1.77899599E8
MIMIC,400,40,0.10830559115078708,4.986868405E9
RHC,400,60,0.08608957512149484,2993225.0
SA,400,60,0.11459451880438012,4400042.0
GA,400,60,0.12057874839938792,2.79560563E8
MIMIC,400,60,0.07849342732175507,2.0845813048E10
RHC,400,80,0.06595817088976712,7240455.0
SA,400,80,0.06570664598179787,9821324.0
GA,400,80,0.10619630924564062,4.70513775E8
MIMIC,400,80,0.06240773498464988,6.2154977005E10
RHC,10,10,0.4164669645513072,25600.0
SA,10,10,0.2705561657772661,30326.0
GA,10,10,0.5451000878069813,1758914.0
MIMIC,10,10,0.43654964002906055,5143622.0
RHC,10,20,0.16124140577151777,32295.0
SA,10,20,0.09992296288320225,37021.0
GA,10,20,0.20029902429884353,2977078.0
MIMIC,10,20,0.17213046604993945,2.020309E7
RHC,10,40,0.07074055910706974,57895.0
SA,10,40,0.049998877837589044,61046.0
GA,10,40,0.09893872432863485,5983300.0
MIMIC,10,40,0.06590323462080823,1.35991685E8
RHC,10,60,0.047582019575634085,84677.0
SA,10,60,0.03125583270521534,85858.0
GA,10,60,0.07308704667667805,9365251.0
MIMIC,10,60,0.04594992232055718,5.39176792E8
RHC,10,80,0.032722502653141215,232763.0
SA,10,80,0.02315110638103239,244184.0
GA,10,80,0.0566471836457188,2.7805883E7
MIMIC,10,80,0.029025545451215905,1.938748367E9
RHC,30,10,0.32435703938235233,136665.0
SA,30,10,0.19900453631729886,168172.0
GA,30,10,0.32435703938235233,1.0681089E7
MIMIC,30,10,0.32435703938235233,3.0168956E7
RHC,30,20,0.17092527104571315,200074.0
SA,30,20,0.09475423601226751,239064.0
GA,30,20,0.25342674489997835,1.7924301E7
MIMIC,30,20,0.1643228225065034,9.9627541E7
RHC,30,40,0.08825775206542755,264270.0
SA,30,40,0.05079103547846771,292627.0
GA,30,40,0.1692047251646915,2.6981958E7
MIMIC,30,40,0.07123862873080596,5.93052487E8
RHC,30,60,0.061800934736844455,378879.0
SA,30,60,0.03499710961743378,396603.0
GA,30,60,0.11147560104926724,4.2750743E7
MIMIC,30,60,0.05129387840305311,1.690601705E9
RHC,30,80,0.038079036819481056,306018.0
SA,30,80,0.023263148242010392,362338.0
GA,30,80,0.08232956673920688,3.6074275E7
MIMIC,30,80,0.03477908787186522,4.961480733E9
RHC,60,10,0.2816373073596273,179594.0
SA,60,10,0.15521201588019695,231975.0
GA,60,10,0.28163730735962733,1.4458854E7
MIMIC,60,10,0.27511561285021896,4.1135977E7
RHC,60,20,0.22041573880249332,321771.0
SA,60,20,0.11378416553603292,328074.0
GA,60,20,0.254427320311756,2.4902848E7
MIMIC,60,20,0.15820147582794067,1.35432031E8
RHC,60,40,0.09216856036239149,389907.0
SA,60,40,0.04817001869319286,425353.0
GA,60,40,0.19259514912701975,3.6876538E7
MIMIC,60,40,0.08879695781613209,8.32625921E8
RHC,60,60,0.06587763649139271,842042.0
SA,60,60,0.03154968759251189,890090.0
GA,60,60,0.10953852713741455,8.906303E7
MIMIC,60,60,0.05639801496521042,3.715955113E9
RHC,60,80,0.045754692760658536,647088.0
SA,60,80,0.023539625661580917,700257.0
GA,60,80,0.09202920683075617,6.8815041E7
MIMIC,60,80,0.043376400207502275,8.527477219E9
RHC,100,10,0.27137231610463797,191803.0
SA,100,10,0.25476123412571244,325316.0
GA,100,10,0.2737129223453561,1.561164E7
MIMIC,100,10,0.23448020590066518,4.414023E7
RHC,100,20,0.22700122167259665,296959.0
SA,100,20,0.1960878489933455,415901.0
GA,100,20,0.24758071603633447,2.6000495E7
MIMIC,100,20,0.19994987336362174,1.72926512E8
RHC,100,40,0.11628821193558467,505304.0
SA,100,40,0.09077189978874525,632910.0
GA,100,40,0.16263210055595428,5.0440575E7
MIMIC,100,40,0.10505446920836829,1.610210365E9
RHC,100,60,0.07681934960900674,823924.0
SA,100,60,0.05571352576250039,920023.0
GA,100,60,0.12972899066196728,7.9939994E7
MIMIC,100,60,0.06284424082361514,5.786913067E9
RHC,100,80,0.04839993829208923,5516594.0
SA,100,80,0.03812058357140293,2337867.0
GA,100,80,0.0996046690935262,2.21288371E8
MIMIC,100,80,0.04251104436109542,1.512515936E10
RHC,200,10,0.31692572601757013,377698.0
SA,200,10,0.31692572601757013,903087.0
GA,200,10,0.3087691688889171,3.0613607E7
MIMIC,200,10,0.31561767661715207,8.8001223E7
RHC,200,20,0.20770493506871232,586435.0
SA,200,20,0.2036062033324539,1118915.0
