gridWorld,strategy,maxIteration,gamma,lastMaxDelta,rewards,numOfActions,runningTime
small,PolicyIteration,5,0.9,0.0014311324249147717,-4,4,6565010.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-5,5,4535918.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-3,3,4552460.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-7,7,4347266.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-3,3,4814367.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-3,3,4426430.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-3,3,4684792.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-5,5,4622171.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,4446121.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,4763561.0
small,PolicyIteration,5,0.99,0.00820485246859004,-4,4,4584754.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,6010082.0
small,PolicyIteration,5,0.99,0.00820485246859004,-4,4,7462583.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,8611431.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,8206951.0
small,PolicyIteration,5,0.99,0.00820485246859004,-7,7,8180564.0
small,PolicyIteration,5,0.99,0.00820485246859004,-4,4,8119518.0
small,PolicyIteration,5,0.99,0.00820485246859004,-3,3,8024207.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,1.0056056E7
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,1.0525519E7
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,9655515.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,1.002061E7
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,9649214.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,9412513.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-7,7,9863859.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-3,3,9595650.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-4,4,9557842.0
small,PolicyIteration,6,0.8,1.2424391124810086E-6,-7,7,9844955.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-5,5,9612193.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-5,5,9382580.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-3,3,9575959.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-3,3,9336107.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-4,4,8607098.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-5,5,7829648.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-3,3,8044687.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-7,7,8329043.0
small,PolicyIteration,6,0.9,2.112714474389321E-5,-4,4,4.8233071E7
small,PolicyIteration,6,0.9,2.112714474389321E-5,-4,4,4600903.0
