Algorithm,Iteration,N,Evaluation,TrainingTime
MIMIC,1000,60,43.0,3.738387762E9
RHC,1000,100,100.0,2930604.0
SA,1000,100,72.0,4262196.0
GA,1000,100,29.0,1.05306004E8
MIMIC,1000,100,65.0,6.666304985E9
RHC,1000,200,66.0,8007665.0
SA,1000,200,52.0,1.0166727E7
GA,1000,200,22.0,3.1383457E8
MIMIC,1000,200,84.0,2.3985573047E10
RHC,1000,300,64.0,7351125.0
SA,1000,300,40.0,7944651.0
GA,1000,300,20.0,3.17490243E8
MIMIC,1000,300,60.0,5.6866838488E10
RHC,10,10,10.0,14966.0
SA,10,10,0.0,20874.0
GA,10,10,17.0,582891.0
MIMIC,10,10,17.0,2927059.0
RHC,10,30,12.0,14178.0
SA,10,30,3.0,20874.0
GA,10,30,43.0,730977.0
MIMIC,10,30,8.0,1.3028802E7
RHC,10,60,1.0,21662.0
SA,10,60,3.0,27963.0
GA,10,60,13.0,977131.0
MIMIC,10,60,10.0,4.766239E7
RHC,10,100,2.0,64984.0
SA,10,100,1.0,61834.0
GA,10,100,12.0,2830174.0
MIMIC,10,100,16.0,2.1913128E8
RHC,10,200,2.0,95704.0
SA,10,200,2.0,103187.0
GA,10,200,14.0,4413432.0
MIMIC,10,200,16.0,5.32093088E8
RHC,10,300,0.0,122092.0
SA,10,300,4.0,146510.0
GA,10,300,6.0,6431496.0
MIMIC,10,300,24.0,1.088875953E9
RHC,30,10,10.0,63410.0
SA,30,10,3.0,53169.0
GA,30,10,17.0,1630126.0
MIMIC,30,10,17.0,7928896.0
RHC,30,30,12.0,35052.0
SA,30,30,3.0,60259.0
GA,30,30,43.0,1932993.0
MIMIC,30,30,17.0,3.1834528E7
RHC,30,60,4.0,57107.0
SA,30,60,3.0,78769.0
GA,30,60,19.0,2532820.0
MIMIC,30,60,19.0,1.35341447E8
RHC,30,100,2.0,152812.0
SA,30,100,4.0,187077.0
GA,30,100,11.0,6881661.0
MIMIC,30,100,23.0,4.09740271E8
RHC,30,200,3.0,168565.0
SA,30,200,2.0,202830.0
GA,30,200,9.0,7455888.0
MIMIC,30,200,25.0,1.133005155E9
RHC,30,300,1.0,252061.0
SA,30,300,0.0,272541.0
GA,30,300,21.0,8722495.0
MIMIC,30,300,18.0,1.760337163E9
RHC,60,10,17.0,47261.0
SA,60,10,10.0,86646.0
GA,60,10,17.0,2605288.0
MIMIC,60,10,17.0,1.3085515E7
RHC,60,30,30.0,62228.0
SA,60,30,10.0,97674.0
GA,60,30,47.0,3123194.0
MIMIC,60,30,14.0,5.4311288E7
RHC,60,60,6.0,86252.0
SA,60,60,9.0,125243.0
GA,60,60,17.0,4089691.0
MIMIC,60,60,29.0,1.39623334E8
RHC,60,100,14.0,142966.0
SA,60,100,2.0,159114.0
GA,60,100,12.0,5453185.0
MIMIC,60,100,18.0,3.49208194E8
RHC,60,200,6.0,3724596.0
SA,60,200,3.0,291445.0
GA,60,200,11.0,9137215.0
MIMIC,60,200,24.0,1.881701035E9
RHC,60,300,2.0,434017.0
SA,60,300,1.0,474978.0
GA,60,300,17.0,1.4166227E7
MIMIC,60,300,23.0,3.128232929E9
RHC,100,10,10.0,72468.0
SA,100,10,10.0,178018.0
GA,100,10,17.0,4224386.0
MIMIC,100,10,17.0,2.1041193E7
RHC,100,30,30.0,124849.0
SA,100,30,10.0,169353.0
GA,100,30,43.0,5046736.0
MIMIC,100,30,50.0,8.416438E7
RHC,100,60,22.0,173685.0
SA,100,60,10.0,200074.0
GA,100,60,27.0,6510659.0
MIMIC,100,60,21.0,2.33880004E8
RHC,100,100,9.0,228430.0
SA,100,100,9.0,285931.0
GA,100,100,14.0,8896181.0
MIMIC,100,100,29.0,5.50935442E8
RHC,100,200,8.0,412750.0
SA,100,200,6.0,467888.0
GA,100,200,18.0,1.5339099E7
MIMIC,100,200,20.0,2.712178922E9
RHC,100,300,2.0,1138607.0
SA,100,300,6.0,1320564.0
GA,100,300,10.0,4.3280465E7
MIMIC,100,300,21.0,6.649060068E9
RHC,200,10,17.0,218190.0
SA,200,10,17.0,671900.0
GA,200,10,17.0,1.2152889E7
MIMIC,200,10,17.0,6.3938052E7
RHC,200,30,30.0,268996.0
SA,200,30,53.0,695531.0
GA,200,30,53.0,1.4326522E7
MIMIC,200,30,46.0,2.95149754E8
RHC,200,60,60.0,688836.0
SA,200,60,27.0,1157512.0
GA,200,60,16.0,3.1794356E7
MIMIC,200,60,29.0,9.03723297E8
RHC,200,100,22.0,639605.0
SA,200,100,20.0,905450.0
GA,200,100,17.0,2.7182031E7
MIMIC,200,100,25.0,1.526318131E9
RHC,200,200,7.0,918053.0
SA,200,200,12.0,1040539.0
GA,200,200,18.0,3.418421E7
MIMIC,200,200,34.0,4.757195852E9
RHC,200,300,8.0,1441868.0
SA,200,300,8.0,1567112.0
GA,200,300,20.0,4.8198807E7
MIMIC,200,300,46.0,1.2262556285E10
RHC,400,10,10.0,278448.0
SA,400,10,10.0,1033844.0
GA,400,10,17.0,1.696253E7
MIMIC,400,10,17.0,8.5653903E7
RHC,400,30,30.0,395421.0
SA,400,30,30.0,1118522.0
GA,400,30,49.0,2.0200727E7
MIMIC,400,30,53.0,3.27201684E8
RHC,400,60,60.0,619519.0
SA,400,60,60.0,1163025.0
GA,400,60,81.0,2.5807905E7
MIMIC,400,60,36.0,1.505782243E9
RHC,400,100,62.0,1411543.0
SA,400,100,28.0,1958593.0
GA,400,100,14.0,6.308971E7
MIMIC,400,100,51.0,2.640733782E9
RHC,400,200,12.0,1757338.0
SA,400,200,31.0,2174027.0
GA,400,200,14.0,6.7403499E7
MIMIC,400,200,52.0,9.933959994E9
RHC,400,300,13.0,4595389.0
SA,400,300,20.0,5385837.0
GA,400,300,18.0,1.70847796E8
MIMIC,400,300,59.0,2.3716083112E10
RHC,1000,10,17.0,866460.0
SA,1000,10,17.0,3381557.0
GA,1000,10,17.0,9.9990272E7
MIMIC,1000,10,17.0,5.20870067E8
RHC,1000,30,30.0,1917239.0
SA,1000,30,30.0,5918709.0
GA,1000,30,53.0,1.03055965E8
MIMIC,1000,30,30.0,1.508419825E9
RHC,1000,60,60.0,2712020.0
SA,1000,60,60.0,6670561.0
GA,1000,60,27.0,1.55201103E8
MIMIC,1000,60,57.0,3.992411386E9
RHC,1000,100,75.0,3828178.0
SA,1000,100,100.0,7179014.0
GA,1000,100,28.0,1.37316975E8
MIMIC,1000,100,63.0,9.557171197E9
RHC,1000,200,36.0,9230950.0
SA,1000,200,44.0,7527962.0
GA,1000,200,16.0,2.6412379E8
MIMIC,1000,200,79.0,2.6046241395E10
RHC,1000,300,48.0,7842645.0
SA,1000,300,30.0,1.206073E7
GA,1000,300,12.0,2.32319588E8
MIMIC,1000,300,75.0,5.3948186479E10
RHC,10,10,15.0,14178.0
SA,10,10,4.0,20480.0
GA,10,10,17.0,581316.0
MIMIC,10,10,17.0,2945570.0
RHC,10,30,8.0,12604.0
SA,10,30,2.0,20480.0
GA,10,30,39.0,724675.0
MIMIC,10,30,40.0,1.336869E7
RHC,10,60,5.0,21267.0
SA,10,60,1.0,28357.0
GA,10,60,13.0,986189.0
MIMIC,10,60,18.0,3.971577E7
RHC,10,100,1.0,30720.0
SA,10,100,0.0,38203.0
GA,10,100,12.0,1383580.0
MIMIC,10,100,14.0,1.47364761E8
RHC,10,200,5.0,101219.0
SA,10,200,1.0,110671.0
GA,10,200,17.0,4765136.0
MIMIC,10,200,20.0,5.73915142E8
RHC,10,300,1.0,84283.0
SA,10,300,1.0,93341.0
GA,10,300,17.0,3624954.0
MIMIC,10,300,16.0,8.64369865E8
RHC,30,10,17.0,32295.0
SA,30,10,0.0,54745.0
GA,30,10,17.0,1639578.0
MIMIC,30,10,16.0,8020663.0
RHC,30,30,16.0,35840.0
SA,30,30,2.0,60259.0
GA,30,30,51.0,1954261.0
MIMIC,30,30,17.0,3.502192E7
RHC,30,60,8.0,57501.0
SA,30,60,3.0,81526.0
GA,30,60,13.0,2492254.0
MIMIC,30,60,82.0,9.131622E7
RHC,30,100,4.0,83101.0
SA,30,100,1.0,101612.0
GA,30,100,13.0,3389040.0
MIMIC,30,100,9.0,2.39304437E8
RHC,30,200,2.0,144542.0
SA,30,200,0.0,166203.0
GA,30,200,9.0,5747780.0
MIMIC,30,200,17.0,1.078241339E9
RHC,30,300,0.0,263876.0
SA,30,300,0.0,280024.0
GA,30,300,11.0,9421177.0
MIMIC,30,300,14.0,2.300509203E9
RHC,60,10,17.0,121699.0
SA,60,10,17.0,189834.0
GA,60,10,17.0,5446489.0
MIMIC,60,10,17.0,2.6670033E7
RHC,60,30,46.0,128000.0
SA,60,30,6.0,199679.0
GA,60,30,52.0,6599274.0
MIMIC,60,30,24.0,1.17191079E8
RHC,60,60,15.0,201649.0
SA,60,60,6.0,300898.0
GA,60,60,77.0,1.0070628E7
MIMIC,60,60,16.0,3.2737734E8
RHC,60,100,2.0,214252.0
SA,60,100,7.0,294990.0
GA,60,100,15.0,9770518.0
MIMIC,60,100,26.0,4.71103756E8
RHC,60,200,10.0,285144.0
SA,60,200,0.0,317046.0
GA,60,200,14.0,1.082051E7
MIMIC,60,200,26.0,1.47866677E9
RHC,60,300,2.0,416294.0
SA,60,300,5.0,476947.0
GA,60,300,12.0,1.8921123E7
MIMIC,60,300,10.0,4.340274203E9
RHC,100,10,17.0,115397.0
SA,100,10,17.0,274510.0
GA,100,10,17.0,6178253.0
MIMIC,100,10,16.0,3.2457985E7
RHC,100,30,30.0,136664.0
SA,100,30,15.0,225674.0
GA,100,30,52.0,6763508.0
MIMIC,100,30,42.0,1.02673542E8
RHC,100,60,21.0,155175.0
SA,100,60,28.0,264270.0
GA,100,60,12.0,7627999.0
MIMIC,100,60,17.0,2.86215369E8
RHC,100,100,11.0,243002.0
SA,100,100,5.0,315076.0
GA,100,100,17.0,1.0447538E7
MIMIC,100,100,17.0,6.57373358E8
RHC,100,200,3.0,438744.0
SA,100,200,1.0,542719.0
GA,100,200,18.0,1.7406788E7
MIMIC,100,200,30.0,2.875683469E9
RHC,100,300,6.0,702620.0
SA,100,300,10.0,773513.0
GA,100,300,16.0,2.6235227E7
MIMIC,100,300,23.0,5.332353577E9
RHC,200,10,10.0,303261.0
SA,200,10,10.0,1006669.0
GA,200,10,17.0,2.646287E7
MIMIC,200,10,17.0,1.08533568E8
RHC,200,30,30.0,487187.0
SA,200,30,30.0,1388699.0
GA,200,30,51.0,2.6233258E7
MIMIC,200,30,21.0,3.3384822E8
RHC,200,60,42.0,449377.0
SA,200,60,19.0,707347.0
GA,200,60,81.0,2.0732419E7
MIMIC,200,60,26.0,5.89967102E8
RHC,200,100,18.0,882214.0
SA,200,100,21.0,1253217.0
GA,200,100,16.0,4.1142277E7
MIMIC,200,100,31.0,1.948613014E9
RHC,200,200,4.0,899937.0
SA,200,200,8.0,1016909.0
GA,200,200,16.0,3.4110955E7
MIMIC,200,200,28.0,6.184901777E9
RHC,200,300,9.0,2131491.0
SA,200,300,1.0,2520611.0
GA,200,300,15.0,7.8223221E7
MIMIC,200,300,35.0,1.1530175848E10
RHC,400,10,10.0,744762.0
SA,400,10,17.0,2775429.0
GA,400,10,17.0,4.4006322E7
MIMIC,400,10,17.0,2.05568423E8
RHC,400,30,30.0,836134.0
SA,400,30,30.0,2404032.0
GA,400,30,45.0,4.1255312E7
MIMIC,400,30,53.0,4.68865138E8
RHC,400,60,59.0,704983.0
SA,400,60,40.0,1238644.0
GA,400,60,17.0,3.3502069E7
MIMIC,400,60,24.0,1.522368255E9
RHC,400,100,24.0,1249278.0
SA,400,100,58.0,2069264.0
GA,400,100,25.0,6.93424E7
MIMIC,400,100,45.0,3.449909751E9
RHC,400,200,31.0,2645460.0
SA,400,200,29.0,3141705.0
GA,400,200,12.0,1.02651486E8
MIMIC,400,200,52.0,9.878759797E9
RHC,400,300,12.0,2782124.0
SA,400,300,26.0,3117287.0
GA,400,300,13.0,1.70087674E8
MIMIC,400,300,57.0,2.3873800888E10
RHC,1000,10,10.0,928293.0
SA,1000,10,17.0,3635587.0
GA,1000,10,17.0,5.84829E7
MIMIC,1000,10,17.0,2.60069545E8
RHC,1000,30,30.0,1195321.0
SA,1000,30,30.0,3628104.0
GA,1000,30,51.0,6.4092834E7
MIMIC,1000,30,53.0,1.109038871E9
RHC,1000,60,60.0,3463083.0
SA,1000,60,60.0,7082523.0
GA,1000,60,82.0,1.52146832E8
MIMIC,1000,60,107.0,2.793249253E9
RHC,1000,100,100.0,2845533.0
SA,1000,100,100.0,4365383.0
GA,1000,100,33.0,1.02260003E8
MIMIC,1000,100,53.0,6.84946951E9
RHC,1000,200,75.0,4665099.0
SA,1000,200,43.0,5548494.0
GA,1000,200,27.0,1.73646067E8
MIMIC,1000,200,93.0,2.3713607794E10
RHC,1000,300,52.0,9294753.0
SA,1000,300,41.0,7483457.0
GA,1000,300,15.0,3.15940855E8
MIMIC,1000,300,83.0,5.8897087394E10
RHC,10,10,3.0,12997.0
SA,10,10,2.0,20086.0
GA,10,10,17.0,586830.0
MIMIC,10,10,17.0,2901854.0
RHC,10,30,3.0,12209.0
SA,10,30,1.0,20873.0
GA,10,30,43.0,729402.0
MIMIC,10,30,12.0,1.3051645E7
RHC,10,60,4.0,21268.0
SA,10,60,2.0,28357.0
GA,10,60,10.0,982250.0
MIMIC,10,60,76.0,4.0013911E7
RHC,10,100,3.0,30720.0
SA,10,100,1.0,38203.0
GA,10,100,7.0,1389093.0
MIMIC,10,100,9.0,1.06920376E8
RHC,10,200,4.0,59077.0
SA,10,200,2.0,63409.0
GA,10,200,6.0,2403639.0
MIMIC,10,200,13.0,4.52749769E8
RHC,10,300,0.0,137846.0
SA,10,300,3.0,147692.0
GA,10,300,7.0,6469305.0
MIMIC,10,300,17.0,1.036841486E9
RHC,30,10,10.0,31114.0
SA,30,10,1.0,53563.0
GA,30,10,17.0,1638791.0
MIMIC,30,10,17.0,7886361.0
RHC,30,30,11.0,33083.0
SA,30,30,1.0,59077.0
GA,30,30,40.0,1918027.0
MIMIC,30,30,51.0,3.3330353E7
RHC,30,60,3.0,61440.0
SA,30,60,1.0,81133.0
GA,30,60,23.0,2508008.0
MIMIC,30,60,17.0,9.7887531E7
RHC,30,100,8.0,79163.0
SA,30,100,0.0,104369.0
GA,30,100,12.0,3385889.0
MIMIC,30,100,23.0,2.2842682E8
RHC,30,200,3.0,148479.0
SA,30,200,1.0,166597.0
GA,30,200,11.0,5762747.0
MIMIC,30,200,28.0,8.04980727E8
RHC,30,300,4.0,229218.0
SA,30,300,3.0,241034.0
GA,30,300,10.0,7674866.0
MIMIC,30,300,24.0,2.738499614E9
RHC,60,10,17.0,98461.0
SA,60,10,17.0,174080.0
GA,60,10,17.0,5150317.0
MIMIC,60,10,17.0,2.5339623E7
RHC,60,30,13.0,105550.0
SA,60,30,6.0,190228.0
GA,60,30,43.0,6020715.0
MIMIC,60,30,43.0,8.9027584E7
RHC,60,60,15.0,131938.0
SA,60,60,5.0,219372.0
GA,60,60,11.0,6319644.0
MIMIC,60,60,22.0,2.13990021E8
RHC,60,100,9.0,159114.0
SA,60,100,2.0,209526.0
GA,60,100,16.0,6812345.0
MIMIC,60,100,22.0,4.62298159E8
RHC,60,200,1.0,465525.0
SA,60,200,2.0,576195.0
GA,60,200,10.0,2.1021501E7
MIMIC,60,200,31.0,1.708103804E9
RHC,60,300,2.0,426140.0
SA,60,300,1.0,486005.0
GA,60,300,12.0,1.4178042E7
MIMIC,60,300,26.0,4.22155973E9
RHC,100,10,10.0,90584.0
SA,100,10,10.0,224885.0
GA,100,10,17.0,5240902.0
MIMIC,100,10,17.0,2.5458958E7
RHC,100,30,30.0,124455.0
SA,100,30,43.0,217796.0
GA,100,30,52.0,8796144.0
MIMIC,100,30,15.0,9.9451098E7
RHC,100,60,23.0,161476.0
SA,100,60,10.0,253242.0
GA,100,60,74.0,7715826.0
MIMIC,100,60,26.0,4.99715447E8
RHC,100,100,3.0,301292.0
SA,100,100,7.0,427322.0
GA,100,100,10.0,1.6435958E7
MIMIC,100,100,19.0,8.96205181E8
RHC,100,200,19.0,606129.0
SA,100,200,7.0,735703.0
GA,100,200,13.0,4.0563325E7
MIMIC,100,200,17.0,2.875993032E9
RHC,100,300,8.0,1177204.0
SA,100,300,3.0,1343406.0
GA,100,300,8.0,4.3118595E7
MIMIC,100,300,20.0,6.452067235E9
RHC,200,10,10.0,174868.0
SA,200,10,17.0,576984.0
GA,200,10,17.0,1.0244314E7
MIMIC,200,10,17.0,5.1033707E7
RHC,200,30,30.0,235126.0
SA,200,30,53.0,600220.0
GA,200,30,48.0,1.6245338E7
MIMIC,200,30,53.0,1.89332144E8
RHC,200,60,15.0,291052.0
SA,200,60,13.0,515937.0
GA,200,60,75.0,1.5113819E7
MIMIC,200,60,32.0,5.51654998E8
RHC,200,100,34.0,528147.0
SA,200,100,20.0,656540.0
GA,200,100,21.0,2.0322426E7
MIMIC,200,100,25.0,1.567021272E9
RHC,200,200,19.0,926325.0
SA,200,200,15.0,1061020.0
GA,200,200,11.0,3.40121E7
MIMIC,200,200,42.0,5.824586747E9
RHC,200,300,6.0,1427296.0
SA,200,300,9.0,1559628.0
GA,200,300,18.0,4.8398093E7
MIMIC,200,300,44.0,1.071308713E10
RHC,400,10,10.0,372184.0
SA,400,10,10.0,1311900.0
GA,400,10,17.0,4.7819927E7
MIMIC,400,10,17.0,2.1423578E8
RHC,400,30,30.0,996429.0
SA,400,30,53.0,2950690.0
GA,400,30,53.0,5.2465729E7
MIMIC,400,30,30.0,6.00164155E8
RHC,400,60,60.0,810928.0
SA,400,60,60.0,1588379.0
GA,400,60,25.0,3.7875724E7
MIMIC,400,60,38.0,1.348332281E9
RHC,400,100,41.0,1068109.0
SA,400,100,57.0,1495825.0
GA,400,100,20.0,4.3044946E7
MIMIC,400,100,33.0,3.508732145E9
RHC,400,200,7.0,1809720.0
SA,400,200,19.0,2185843.0
GA,400,200,14.0,7.2716474E7
MIMIC,400,200,43.0,1.1218822111E10
RHC,400,300,11.0,4512287.0
SA,400,300,16.0,4768286.0
GA,400,300,13.0,1.68363813E8
MIMIC,400,300,58.0,2.3006376752E10
RHC,1000,10,10.0,1716772.0
SA,1000,10,17.0,6764689.0
GA,1000,10,17.0,9.4196805E7
MIMIC,1000,10,17.0,4.76530552E8
RHC,1000,30,30.0,1712440.0
SA,1000,30,30.0,5228692.0
GA,1000,30,53.0,8.8874772E7
MIMIC,1000,30,53.0,9.76268448E8
RHC,1000,60,60.0,1747886.0
SA,1000,60,60.0,3969175.0
GA,1000,60,100.0,8.8204053E7
MIMIC,1000,60,50.0,3.159965846E9
RHC,1000,100,100.0,2827810.0
SA,1000,100,68.0,3937667.0
GA,1000,100,35.0,1.02966168E8
MIMIC,1000,100,75.0,5.926621078E9
RHC,1000,200,43.0,7886361.0
SA,1000,200,47.0,1.0282911E7
GA,1000,200,30.0,3.01153534E8
MIMIC,1000,200,66.0,2.709424446E10
RHC,1000,300,29.0,1.1501075E7
SA,1000,300,54.0,1.3756628E7
GA,1000,300,14.0,4.22779312E8
MIMIC,1000,300,78.0,6.1060024411E10
RHC,10,10,10.0,14179.0
SA,10,10,1.0,20479.0
GA,10,10,17.0,584861.0
MIMIC,10,10,17.0,2962112.0
RHC,10,30,3.0,12209.0
SA,10,30,2.0,20873.0
GA,10,30,37.0,729401.0
MIMIC,10,30,16.0,1.287914E7
RHC,10,60,11.0,20874.0
SA,10,60,0.0,27963.0
GA,10,60,10.0,986189.0
MIMIC,10,60,16.0,4.5192584E7
RHC,10,100,4.0,32689.0
SA,10,100,0.0,37022.0
GA,10,100,9.0,1374521.0
MIMIC,10,100,11.0,1.01581014E8
RHC,10,200,1.0,59077.0
SA,10,200,1.0,66166.0
GA,10,200,12.0,2411909.0
MIMIC,10,200,27.0,3.75918005E8
RHC,10,300,2.0,80738.0
SA,10,300,3.0,85858.0
GA,10,300,12.0,3273643.0
MIMIC,10,300,26.0,8.41016405E8
RHC,30,10,17.0,31508.0
SA,30,10,2.0,53563.0
GA,30,10,17.0,1636821.0
MIMIC,30,10,17.0,7975371.0
RHC,30,30,20.0,37809.0
SA,30,30,3.0,60652.0
GA,30,30,41.0,1941264.0
MIMIC,30,30,11.0,3.2329986E7
RHC,30,60,8.0,55532.0
SA,30,60,1.0,78770.0
GA,30,60,9.0,2470593.0
MIMIC,30,60,15.0,1.00029657E8
RHC,30,100,4.0,82313.0
SA,30,100,1.0,104369.0
GA,30,100,9.0,3383526.0
MIMIC,30,100,15.0,2.24642359E8
RHC,30,200,1.0,142573.0
SA,30,200,4.0,176837.0
GA,30,200,9.0,5730451.0
MIMIC,30,200,22.0,1.217728008E9
RHC,30,300,6.0,314682.0
SA,30,300,1.0,323347.0
GA,30,300,9.0,1.1323844E7
MIMIC,30,300,19.0,2.448805408E9
RHC,60,10,17.0,83496.0
SA,60,10,6.0,142965.0
GA,60,10,17.0,4315365.0
MIMIC,60,10,17.0,2.3410567E7
RHC,60,30,25.0,94129.0
SA,60,30,6.0,144541.0
GA,60,30,47.0,4584755.0
MIMIC,60,30,15.0,7.5455275E7
RHC,60,60,14.0,110671.0
SA,60,60,3.0,163052.0
GA,60,60,74.0,5293283.0
MIMIC,60,60,23.0,2.9697444E8
RHC,60,100,11.0,238671.0
SA,60,100,2.0,331618.0
GA,60,100,20.0,1.1180485E7
MIMIC,60,100,10.0,7.29642424E8
RHC,60,200,4.0,328074.0
SA,60,200,1.0,382817.0
GA,60,200,13.0,1.2295462E7
MIMIC,60,200,23.0,1.998047314E9
RHC,60,300,2.0,442682.0
SA,60,300,2.0,498609.0
GA,60,300,10.0,1.501142E7
MIMIC,60,300,22.0,3.665134083E9
RHC,100,10,17.0,167384.0
SA,100,10,10.0,382030.0
GA,100,10,17.0,9073412.0
MIMIC,100,10,17.0,4.4926345E7
RHC,100,30,30.0,200468.0
SA,100,30,12.0,367063.0
GA,100,30,43.0,1.0542061E7
MIMIC,100,30,9.0,1.53871875E8
RHC,100,60,20.0,213858.0
SA,100,60,15.0,333588.0
GA,100,60,20.0,1.0437692E7
MIMIC,100,60,15.0,3.26643212E8
RHC,100,100,2.0,256394.0
SA,100,100,10.0,307987.0
GA,100,100,12.0,1.0247071E7
MIMIC,100,100,31.0,9.08666845E8
RHC,100,200,7.0,508848.0
SA,100,200,3.0,625821.0
GA,100,200,13.0,2.0526832E7
MIMIC,100,200,20.0,2.425093548E9
RHC,100,300,3.0,739248.0
SA,100,300,3.0,808171.0
GA,100,300,11.0,2.5820115E7
MIMIC,100,300,44.0,6.442456225E9
RHC,200,10,10.0,376516.0
SA,200,10,10.0,1263062.0
GA,200,10,17.0,2.1995481E7
MIMIC,200,10,17.0,1.08436288E8
RHC,200,30,30.0,430867.0
SA,200,30,30.0,1108281.0
GA,200,30,48.0,2.229244E7
MIMIC,200,30,53.0,3.05657157E8
RHC,200,60,39.0,391877.0
SA,200,60,29.0,745550.0
GA,200,60,79.0,1.9742291E7
MIMIC,200,60,18.0,5.77990262E8
RHC,200,100,17.0,502547.0
SA,200,100,13.0,631334.0
GA,200,100,24.0,3.2863253E7
MIMIC,200,100,37.0,1.274535489E9
RHC,200,200,11.0,912146.0
SA,200,200,16.0,1064171.0
GA,200,200,11.0,3.3873466E7
MIMIC,200,200,43.0,5.732709692E9
RHC,200,300,5.0,1433203.0
SA,200,300,2.0,1547025.0
GA,200,300,13.0,4.7842771E7
MIMIC,200,300,24.0,1.2551805053E10
RHC,400,10,17.0,357218.0
SA,400,10,10.0,1255973.0
GA,400,10,17.0,2.0399225E7
MIMIC,400,10,17.0,1.04748319E8
RHC,400,30,30.0,474189.0
SA,400,30,53.0,1365462.0
GA,400,30,53.0,2.4261274E7
MIMIC,400,30,30.0,3.75361107E8
RHC,400,60,60.0,661266.0
SA,400,60,60.0,1467074.0
GA,400,60,30.0,3.0550198E7
MIMIC,400,60,31.0,1.64463994E9
RHC,400,100,24.0,1775456.0
SA,400,100,50.0,2912094.0
GA,400,100,16.0,7.2547515E7
MIMIC,400,100,35.0,3.034956935E9
RHC,400,200,15.0,4846269.0
SA,400,200,27.0,2176784.0
GA,400,200,18.0,7.0039112E7
MIMIC,400,200,43.0,1.0532495598E10
RHC,400,300,7.0,2932180.0
SA,400,300,24.0,3336659.0
GA,400,300,19.0,9.1066522E7
MIMIC,400,300,53.0,2.1173340444E10
RHC,1000,10,10.0,1725437.0
SA,1000,10,10.0,6663078.0
GA,1000,10,17.0,9.3444954E7
MIMIC,1000,10,17.0,3.53077725E8
RHC,1000,30,30.0,1318595.0
SA,1000,30,53.0,4138922.0
GA,1000,30,53.0,7.1755097E7
MIMIC,1000,30,53.0,1.4062508E9
RHC,1000,60,60.0,1853830.0
SA,1000,60,60.0,4040067.0
GA,1000,60,80.0,7.622485E7
MIMIC,1000,60,49.0,3.953801535E9
RHC,1000,100,100.0,2650186.0
SA,1000,100,100.0,4346872.0
GA,1000,100,23.0,1.30742119E8
MIMIC,1000,100,73.0,7.994405819E9
RHC,1000,200,67.0,4664311.0
SA,1000,200,53.0,5455941.0
GA,1000,200,17.0,1.73477501E8
MIMIC,1000,200,63.0,2.7627389904E10
RHC,1000,300,25.0,7185710.0
SA,1000,300,28.0,8145511.0
GA,1000,300,23.0,2.31836339E8
MIMIC,1000,300,65.0,5.7293830371E10
RHC,10,10,9.0,14179.0
SA,10,10,0.0,20086.0
GA,10,10,17.0,612823.0
MIMIC,10,10,17.0,2895552.0
RHC,10,30,2.0,12209.0
SA,10,30,6.0,21268.0
GA,10,30,40.0,729402.0
MIMIC,10,30,46.0,1.2949244E7
RHC,10,60,5.0,21268.0
SA,10,60,0.0,27569.0
GA,10,60,11.0,981463.0
MIMIC,10,60,17.0,4.0235252E7
RHC,10,100,2.0,32295.0
SA,10,100,1.0,37809.0
GA,10,100,9.0,1379641.0
MIMIC,10,100,20.0,1.01577469E8
RHC,10,200,1.0,58289.0
SA,10,200,2.0,64197.0
GA,10,200,7.0,2427270.0
MIMIC,10,200,14.0,3.83685425E8
RHC,10,300,2.0,81920.0
SA,10,300,1.0,83889.0
GA,10,300,7.0,8108491.0
MIMIC,10,300,25.0,1.349848192E9
RHC,30,10,10.0,41748.0
SA,30,10,3.0,72073.0
GA,30,10,17.0,2239405.0
MIMIC,30,10,17.0,1.093E7
RHC,30,30,10.0,48443.0
SA,30,30,2.0,79163.0
GA,30,30,43.0,2654518.0
MIMIC,30,30,45.0,6.1260297E7
RHC,30,60,3.0,100431.0
SA,30,60,0.0,158325.0
GA,30,60,20.0,5274378.0
MIMIC,30,60,27.0,1.94229612E8
RHC,30,100,3.0,130756.0
SA,30,100,2.0,164234.0
GA,30,100,11.0,5867116.0
MIMIC,30,100,17.0,4.51608406E8
RHC,30,200,2.0,204800.0
SA,30,200,1.0,229611.0
GA,30,200,10.0,8620096.0
MIMIC,30,200,23.0,9.22699165E8
RHC,30,300,2.0,234338.0
SA,30,300,3.0,243397.0
GA,30,300,10.0,1.0648006E7
MIMIC,30,300,25.0,2.070430201E9
RHC,60,10,10.0,57108.0
SA,60,10,17.0,109096.0
GA,60,10,17.0,3160610.0
MIMIC,60,10,17.0,1.5347763E7
RHC,60,30,23.0,77194.0
SA,60,30,0.0,116184.0
GA,60,30,47.0,3779341.0
MIMIC,60,30,43.0,6.3464651E7
RHC,60,60,23.0,103187.0
SA,60,60,2.0,153206.0
GA,60,60,22.0,4756866.0
MIMIC,60,60,14.0,1.79866856E8
RHC,60,100,18.0,160689.0
SA,60,100,4.0,187077.0
GA,60,100,13.0,8914692.0
MIMIC,60,100,20.0,4.08942339E8
RHC,60,200,5.0,281600.0
SA,60,200,2.0,319409.0
GA,60,200,13.0,1.0783489E7
MIMIC,60,200,20.0,1.920077729E9
RHC,60,300,11.0,558079.0
